y_m,z_m,hit_count
0.43,1.22,4
0.43,1.23,3
0.43,1.24,4
0.43,1.25,6
0.43,1.26,5
0.43,1.27,5
0.43,1.28,2
0.43,1.29,4
0.43,1.3,2
0.43,1.31,5
0.43,1.32,4
0.43,1.33,6
0.43,1.34,9
0.43,1.35,2
0.43,1.36,4
0.43,1.37,1
0.43,1.38,6
0.43,1.39,3
0.43,1.4,4
0.43,1.41,5
0.43,1.42,2
0.43,1.43,5
0.43,1.44,4
0.43,1.45,3
0.43,1.46,3
0.43,1.47,3
0.43,1.48,3
0.43,1.49,2
0.43,1.5,1
0.44,0.31,1
0.44,0.32,4
0.44,0.33,2
0.44,0.36,2
0.44,0.37,4
0.44,0.38,4
0.44,0.39,6
0.44,0.4,3
0.44,0.41,4
0.44,0.42,6
0.44,0.43,6
0.44,0.44,5
0.44,0.45,4
0.44,0.46,7
0.44,0.47,6
0.44,0.48,5
0.44,0.49,4
0.44,0.5,3
0.44,0.51,10
0.44,0.52,2
0.44,0.53,6
0.44,0.54,8
0.44,0.55,7
0.44,0.56,6
0.44,0.57,3
0.44,0.58,10
0.44,0.59,9
0.44,0.6,5
0.44,0.61,9
0.44,0.62,8
0.44,0.63,10
0.44,0.64,5
0.44,0.65,8
0.44,0.66,5
0.44,0.67,10
0.44,0.68,12
0.44,0.69,14
0.44,0.7,12
0.44,0.71,5
0.44,0.72,8
0.44,0.73,6
0.44,0.74,15
0.44,0.75,12
0.44,0.76,9
0.44,0.77,10
0.44,0.78,10
0.44,0.79,6
0.44,0.8,6
0.44,0.81,11
0.44,0.82,9
0.44,0.83,12
0.44,0.84,16
0.44,0.85,7
0.44,0.86,7
0.44,0.87,9
0.44,0.88,8
0.44,0.89,13
0.44,0.9,7
0.44,0.91,13
0.44,0.92,9
0.44,0.93,7
0.44,0.94,12
0.44,0.95,7
0.44,0.96,10
0.44,0.97,10
0.44,0.98,7
0.44,0.99,9
0.44,1,10
0.44,1.01,9
0.44,1.02,10
0.44,1.03,9
0.44,1.04,5
0.44,1.05,8
0.44,1.06,5
0.44,1.07,10
0.44,1.08,14
0.44,1.09,5
0.44,1.1,7
0.44,1.11,4
0.44,1.12,9
0.44,1.13,11
0.44,1.14,8
0.44,1.15,13
0.44,1.16,6
0.44,1.17,5
0.44,1.18,3
0.44,1.19,7
0.44,1.2,3
0.44,1.21,6
0.44,1.22,10
0.44,1.23,9
0.44,1.24,9
0.44,1.25,4
0.44,1.26,1
0.44,1.27,4
0.44,1.28,4
0.44,1.29,4
0.44,1.3,9
0.44,1.31,1
0.44,1.32,3
0.44,1.33,3
0.44,1.34,6
0.44,1.35,3
0.44,1.36,2
0.44,1.37,2
0.44,1.38,1
0.44,1.39,2
0.44,1.4,8
0.44,1.41,1
0.44,1.42,1
0.44,1.43,1
0.44,1.44,2
0.44,1.45,1
0.44,1.46,2
0.44,1.47,1
0.44,1.48,4
0.44,1.5,1
0.45,0.33,4
0.45,0.34,2
0.45,0.35,2
0.45,0.36,2
0.45,0.37,1
0.45,0.38,6
0.45,0.39,8
0.45,0.4,3
0.45,0.41,5
0.45,0.42,7
0.45,0.43,8
0.45,0.44,3
0.45,0.45,8
0.45,0.46,4
0.45,0.47,5
0.45,0.48,6
0.45,0.49,5
0.45,0.5,8
0.45,0.51,4
0.45,0.52,7
0.45,0.53,4
0.45,0.54,3
0.45,0.55,11
0.45,0.56,6
0.45,0.57,2
0.45,0.58,12
0.45,0.59,3
0.45,0.6,5
0.45,0.61,5
0.45,0.62,10
0.45,0.63,9
0.45,0.64,13
0.45,0.65,13
0.45,0.66,3
0.45,0.67,8
0.45,0.68,8
0.45,0.69,7
0.45,0.7,10
0.45,0.71,12
0.45,0.72,10
0.45,0.73,3
0.45,0.74,9
0.45,0.75,15
0.45,0.76,9
0.45,0.77,8
0.45,0.78,13
0.45,0.79,6
0.45,0.8,12
0.45,0.81,7
0.45,0.82,10
0.45,0.83,8
0.45,0.84,12
0.45,0.85,10
0.45,0.86,9
0.45,0.87,12
0.45,0.88,8
0.45,0.89,16
0.45,0.9,7
0.45,0.91,11
0.45,0.92,8
0.45,0.93,5
0.45,0.94,10
0.45,0.95,7
0.45,0.96,11
0.45,0.97,13
0.45,0.98,4
0.45,0.99,5
0.45,1,6
0.45,1.01,9
0.45,1.02,9
0.45,1.03,14
0.45,1.04,6
0.45,1.05,11
0.45,1.06,7
0.45,1.07,6
0.45,1.08,10
0.45,1.09,8
0.45,1.1,9
0.45,1.11,9
0.45,1.12,8
0.45,1.13,9
0.45,1.14,10
0.45,1.15,8
0.45,1.16,7
0.45,1.17,8
0.45,1.18,2
0.45,1.19,5
0.45,1.2,6
0.45,1.21,9
0.45,1.22,6
0.45,1.23,4
0.45,1.24,3
0.45,1.25,10
0.45,1.26,8
0.45,1.27,3
0.45,1.28,3
0.45,1.29,8
0.45,1.3,8
0.45,1.31,6
0.45,1.32,7
0.45,1.33,2
0.45,1.34,5
0.45,1.35,3
0.45,1.36,3
0.45,1.37,5
0.45,1.38,9
0.45,1.39,2
0.45,1.4,1
0.45,1.41,2
0.45,1.43,5
0.45,1.44,3
0.45,1.45,3
0.45,1.46,1
0.45,1.47,2
0.45,1.48,3
0.45,1.5,1
0.46,0.32,2
0.46,0.33,2
0.46,0.34,3
0.46,0.35,1
0.46,0.36,1
0.46,0.37,2
0.46,0.38,4
0.46,0.39,2
0.46,0.4,1
0.46,0.41,4
0.46,0.42,7
0.46,0.43,2
0.46,0.44,2
0.46,0.45,3
0.46,0.46,6
0.46,0.47,7
0.46,0.48,4
0.46,0.49,5
0.46,0.5,7
0.46,0.51,5
0.46,0.52,9
0.46,0.53,7
0.46,0.54,8
0.46,0.55,10
0.46,0.56,4
0.46,0.57,5
0.46,0.58,4
0.46,0.59,3
0.46,0.6,6
0.46,0.61,8
0.46,0.62,2
0.46,0.63,10
0.46,0.64,6
0.46,0.65,5
0.46,0.66,3
0.46,0.67,8
0.46,0.68,5
0.46,0.69,5
0.46,0.7,8
0.46,0.71,7
0.46,0.72,5
0.46,0.73,5
0.46,0.74,9
0.46,0.75,9
0.46,0.76,15
0.46,0.77,11
0.46,0.78,7
0.46,0.79,6
0.46,0.8,8
0.46,0.81,9
0.46,0.82,9
0.46,0.83,15
0.46,0.84,5
0.46,0.85,6
0.46,0.86,5
0.46,0.87,13
0.46,0.88,10
0.46,0.89,8
0.46,0.9,7
0.46,0.91,7
0.46,0.92,9
0.46,0.93,7
0.46,0.94,8
0.46,0.95,11
0.46,0.96,9
0.46,0.97,13
0.46,0.98,10
0.46,0.99,8
0.46,1,12
0.46,1.01,12
0.46,1.02,10
0.46,1.03,8
0.46,1.04,6
0.46,1.05,8
0.46,1.06,7
0.46,1.07,10
0.46,1.08,5
0.46,1.09,9
0.46,1.1,6
0.46,1.11,5
0.46,1.12,6
0.46,1.13,6
0.46,1.14,11
0.46,1.15,4
0.46,1.16,7
0.46,1.17,9
0.46,1.18,3
0.46,1.19,1
0.46,1.2,7
0.46,1.21,4
0.46,1.22,3
0.46,1.23,5
0.46,1.24,4
0.46,1.25,6
0.46,1.26,3
0.46,1.27,4
0.46,1.28,7
0.46,1.29,3
0.46,1.3,1
0.46,1.31,6
0.46,1.32,2
0.46,1.33,7
0.46,1.34,3
0.46,1.35,7
0.46,1.36,3
0.46,1.37,7
0.46,1.38,8
0.46,1.39,3
0.46,1.4,3
0.46,1.41,1
0.46,1.42,3
0.46,1.43,1
0.46,1.44,5
0.46,1.45,3
0.46,1.46,1
0.46,1.47,2
0.46,1.48,2
0.47,0.33,1
0.47,0.36,4
0.47,0.37,4
0.47,0.38,6
0.47,0.39,4
0.47,0.4,5
0.47,0.41,4
0.47,0.42,2
0.47,0.43,4
0.47,0.44,4
0.47,0.45,5
0.47,0.46,2
0.47,0.47,1
0.47,0.48,8
0.47,0.49,3
0.47,0.5,4
0.47,0.51,3
0.47,0.52,4
0.47,0.53,11
0.47,0.54,5
0.47,0.55,7
0.47,0.56,9
0.47,0.57,4
0.47,0.58,3
0.47,0.59,9
0.47,0.6,9
0.47,0.61,5
0.47,0.62,8
0.47,0.63,4
0.47,0.64,9
0.47,0.65,4
0.47,0.66,10
0.47,0.67,4
0.47,0.68,8
0.47,0.69,8
0.47,0.7,9
0.47,0.71,5
0.47,0.72,6
0.47,0.73,12
0.47,0.74,8
0.47,0.75,4
0.47,0.76,10
0.47,0.77,11
0.47,0.78,7
0.47,0.79,13
0.47,0.8,11
0.47,0.81,6
0.47,0.82,5
0.47,0.83,10
0.47,0.84,11
0.47,0.85,9
0.47,0.86,9
0.47,0.87,7
0.47,0.88,8
0.47,0.89,13
0.47,0.9,17
0.47,0.91,6
0.47,0.92,12
0.47,0.93,12
0.47,0.94,6
0.47,0.95,7
0.47,0.96,16
0.47,0.97,5
0.47,0.98,4
0.47,0.99,9
0.47,1,9
0.47,1.01,9
0.47,1.02,10
0.47,1.03,7
0.47,1.04,5
0.47,1.05,8
0.47,1.06,6
0.47,1.07,11
0.47,1.08,10
0.47,1.09,9
0.47,1.1,11
0.47,1.11,9
0.47,1.12,9
0.47,1.13,4
0.47,1.14,3
0.47,1.15,2
0.47,1.16,6
0.47,1.17,9
0.47,1.18,9
0.47,1.19,7
0.47,1.2,5
0.47,1.21,9
0.47,1.22,4
0.47,1.23,5
0.47,1.24,1
0.47,1.25,2
0.47,1.26,10
0.47,1.27,1
0.47,1.28,3
0.47,1.29,3
0.47,1.3,3
0.47,1.31,4
0.47,1.32,3
0.47,1.33,2
0.47,1.35,8
0.47,1.36,2
0.47,1.37,3
0.47,1.38,4
0.47,1.39,6
0.47,1.4,5
0.47,1.41,2
0.47,1.43,2
0.47,1.44,1
0.47,1.45,2
0.47,1.46,3
0.47,1.47,3
0.48,0.34,1
0.48,0.36,3
0.48,0.37,1
0.48,0.38,2
0.48,0.39,1
0.48,0.4,7
0.48,0.41,2
0.48,0.42,3
0.48,0.43,3
0.48,0.44,5
0.48,0.45,4
0.48,0.46,4
0.48,0.47,6
0.48,0.48,7
0.48,0.49,3
0.48,0.5,5
0.48,0.51,5
0.48,0.52,4
0.48,0.53,7
0.48,0.54,5
0.48,0.55,12
0.48,0.56,5
0.48,0.57,6
0.48,0.58,6
0.48,0.59,10
0.48,0.6,4
0.48,0.61,6
0.48,0.62,7
0.48,0.63,8
0.48,0.64,5
0.48,0.65,8
0.48,0.66,3
0.48,0.67,4
0.48,0.68,9
0.48,0.69,5
0.48,0.7,9
0.48,0.71,8
0.48,0.72,10
0.48,0.73,5
0.48,0.74,10
0.48,0.75,4
0.48,0.76,9
0.48,0.77,8
0.48,0.78,7
0.48,0.79,11
0.48,0.8,4
0.48,0.81,13
0.48,0.82,7
0.48,0.83,13
0.48,0.84,6
0.48,0.85,6
0.48,0.86,9
0.48,0.87,6
0.48,0.88,4
0.48,0.89,8
0.48,0.9,9
0.48,0.91,7
0.48,0.92,8
0.48,0.93,4
0.48,0.94,5
0.48,0.95,12
0.48,0.96,8
0.48,0.97,9
0.48,0.98,12
0.48,0.99,10
0.48,1,7
0.48,1.01,4
0.48,1.02,8
0.48,1.03,5
0.48,1.04,5
0.48,1.05,6
0.48,1.06,2
0.48,1.07,7
0.48,1.08,4
0.48,1.09,10
0.48,1.1,7
0.48,1.11,5
0.48,1.12,3
0.48,1.13,6
0.48,1.14,6
0.48,1.15,5
0.48,1.16,6
0.48,1.17,5
0.48,1.18,9
0.48,1.19,9
0.48,1.2,4
0.48,1.21,7
0.48,1.22,8
0.48,1.23,5
0.48,1.24,6
0.48,1.25,8
0.48,1.26,3
0.48,1.27,1
0.48,1.28,2
0.48,1.29,6
0.48,1.3,8
0.48,1.31,2
0.48,1.32,6
0.48,1.33,5
0.48,1.34,5
0.48,1.35,1
0.48,1.36,4
0.48,1.37,3
0.48,1.38,3
0.48,1.39,5
0.48,1.4,4
0.48,1.41,3
0.48,1.42,2
0.48,1.43,2
0.48,1.44,3
0.48,1.45,2
0.48,1.46,5
0.49,0.34,1
0.49,0.35,1
0.49,0.37,2
0.49,0.38,1
0.49,0.39,3
0.49,0.4,3
0.49,0.41,1
0.49,0.42,4
0.49,0.43,5
0.49,0.44,1
0.49,0.45,2
0.49,0.46,1
0.49,0.47,4
0.49,0.48,2
0.49,0.49,6
0.49,0.5,4
0.49,0.51,1
0.49,0.52,6
0.49,0.53,4
0.49,0.54,5
0.49,0.55,5
0.49,0.56,6
0.49,0.57,5
0.49,0.58,9
0.49,0.59,7
0.49,0.6,7
0.49,0.61,8
0.49,0.62,9
0.49,0.63,5
0.49,0.64,4
0.49,0.65,9
0.49,0.66,7
0.49,0.67,6
0.49,0.68,3
0.49,0.69,6
0.49,0.7,7
0.49,0.71,8
0.49,0.72,4
0.49,0.73,6
0.49,0.74,7
0.49,0.75,9
0.49,0.76,9
0.49,0.77,8
0.49,0.78,11
0.49,0.79,7
0.49,0.8,9
0.49,0.81,9
0.49,0.82,3
0.49,0.83,10
0.49,0.84,8
0.49,0.85,15
0.49,0.86,5
0.49,0.87,5
0.49,0.88,4
0.49,0.89,10
0.49,0.9,4
0.49,0.91,16
0.49,0.92,7
0.49,0.93,11
0.49,0.94,14
0.49,0.95,3
0.49,0.96,7
0.49,0.97,6
0.49,0.98,7
0.49,0.99,7
0.49,1,4
0.49,1.01,7
0.49,1.02,5
0.49,1.03,8
0.49,1.04,3
0.49,1.05,5
0.49,1.06,9
0.49,1.07,5
0.49,1.08,8
0.49,1.09,8
0.49,1.1,7
0.49,1.11,6
0.49,1.12,5
0.49,1.13,2
0.49,1.14,1
0.49,1.15,6
0.49,1.16,7
0.49,1.17,5
0.49,1.18,6
0.49,1.19,7
0.49,1.2,2
0.49,1.22,6
0.49,1.23,7
0.49,1.24,5
0.49,1.25,2
0.49,1.26,3
0.49,1.27,2
0.49,1.28,1
0.49,1.29,2
0.49,1.3,5
0.49,1.31,1
0.49,1.32,3
0.49,1.33,8
0.49,1.34,3
0.49,1.35,3
0.49,1.36,1
0.49,1.37,6
0.49,1.38,6
0.49,1.39,1
0.49,1.4,4
0.49,1.41,2
0.49,1.42,1
0.49,1.43,9
0.49,1.44,2
0.49,1.45,2
0.49,1.46,1
0.5,0.37,3
0.5,0.38,2
0.5,0.39,2
0.5,0.41,1
0.5,0.42,5
0.5,0.43,2
0.5,0.44,3
0.5,0.45,2
0.5,0.46,3
0.5,0.47,4
0.5,0.48,1
0.5,0.49,1
0.5,0.5,1
0.5,0.51,4
0.5,0.52,2
0.5,0.53,6
0.5,0.54,6
0.5,0.55,3
0.5,0.56,4
0.5,0.57,2
0.5,0.58,3
0.5,0.59,8
0.5,0.6,6
0.5,0.61,4
0.5,0.62,6
0.5,0.63,6
0.5,0.64,8
0.5,0.65,9
0.5,0.66,6
0.5,0.67,6
0.5,0.68,13
0.5,0.69,8
0.5,0.7,5
0.5,0.71,6
0.5,0.72,7
0.5,0.73,5
0.5,0.74,6
0.5,0.75,3
0.5,0.76,7
0.5,0.77,2
0.5,0.78,10
0.5,0.79,7
0.5,0.8,6
0.5,0.81,7
0.5,0.82,3
0.5,0.83,7
0.5,0.84,2
0.5,0.85,8
0.5,0.86,6
0.5,0.87,13
0.5,0.88,10
0.5,0.89,6
0.5,0.9,5
0.5,0.91,10
0.5,0.92,11
0.5,0.93,4
0.5,0.94,5
0.5,0.95,4
0.5,0.96,1
0.5,0.97,12
0.5,0.98,7
0.5,0.99,7
0.5,1,8
0.5,1.01,9
0.5,1.02,6
0.5,1.03,5
0.5,1.04,6
0.5,1.05,5
0.5,1.06,5
0.5,1.07,6
0.5,1.08,10
0.5,1.09,5
0.5,1.1,2
0.5,1.11,6
0.5,1.12,10
0.5,1.13,6
0.5,1.14,3
0.5,1.15,7
0.5,1.16,3
0.5,1.17,6
0.5,1.18,3
0.5,1.19,6
0.5,1.2,5
0.5,1.21,4
0.5,1.22,3
0.5,1.23,4
0.5,1.24,10
0.5,1.25,4
0.5,1.26,4
0.5,1.27,1
0.5,1.28,6
0.5,1.29,2
0.5,1.3,6
0.5,1.31,5
0.5,1.32,1
0.5,1.33,6
0.5,1.34,2
0.5,1.35,1
0.5,1.36,5
0.5,1.37,2
0.5,1.38,3
0.5,1.39,4
0.5,1.4,2
0.5,1.41,4
0.5,1.42,1
0.5,1.44,2
0.5,1.45,1
0.5,1.46,1
0.51,0.37,1
0.51,0.38,1
0.51,0.39,1
0.51,0.4,1
0.51,0.41,6
0.51,0.42,1
0.51,0.43,3
0.51,0.44,1
0.51,0.46,4
0.51,0.47,1
0.51,0.48,5
0.51,0.5,2
0.51,0.51,3
0.51,0.52,3
0.51,0.53,2
0.51,0.54,8
0.51,0.55,5
0.51,0.56,3
0.51,0.57,11
0.51,0.58,7
0.51,0.59,3
0.51,0.6,6
0.51,0.61,11
0.51,0.62,6
0.51,0.63,7
0.51,0.64,4
0.51,0.65,4
0.51,0.66,3
0.51,0.67,6
0.51,0.68,9
0.51,0.69,3
0.51,0.7,9
0.51,0.71,6
0.51,0.72,2
0.51,0.73,2
0.51,0.74,3
0.51,0.75,5
0.51,0.76,1
0.51,0.77,8
0.51,0.78,10
0.51,0.79,9
0.51,0.8,6
0.51,0.81,5
0.51,0.82,4
0.51,0.83,7
0.51,0.84,11
0.51,0.85,8
0.51,0.86,6
0.51,0.87,7
0.51,0.88,10
0.51,0.89,11
0.51,0.9,4
0.51,0.91,10
0.51,0.92,4
0.51,0.93,6
0.51,0.94,6
0.51,0.95,8
0.51,0.96,13
0.51,0.97,3
0.51,0.98,8
0.51,0.99,5
0.51,1,8
0.51,1.01,6
0.51,1.02,8
0.51,1.03,5
0.51,1.04,2
0.51,1.05,6
0.51,1.06,9
0.51,1.07,9
0.51,1.08,7
0.51,1.09,5
0.51,1.1,4
0.51,1.11,4
0.51,1.12,7
0.51,1.13,7
0.51,1.14,4
0.51,1.15,8
0.51,1.16,3
0.51,1.17,7
0.51,1.18,3
0.51,1.19,4
0.51,1.2,2
0.51,1.21,4
0.51,1.22,8
0.51,1.23,5
0.51,1.24,4
0.51,1.25,4
0.51,1.26,3
0.51,1.27,1
0.51,1.28,2
0.51,1.29,3
0.51,1.3,6
0.51,1.31,1
0.51,1.32,3
0.51,1.33,2
0.51,1.34,1
0.51,1.35,6
0.51,1.36,1
0.51,1.37,3
0.51,1.38,2
0.51,1.39,2
0.51,1.4,2
0.51,1.41,3
0.51,1.42,1
0.51,1.43,2
0.51,1.44,1
0.51,1.45,1
0.52,0.38,1
0.52,0.39,1
0.52,0.41,1
0.52,0.42,3
0.52,0.43,5
0.52,0.44,3
0.52,0.45,2
0.52,0.46,3
0.52,0.47,5
0.52,0.48,1
0.52,0.49,3
0.52,0.5,2
0.52,0.51,8
0.52,0.52,7
0.52,0.53,6
0.52,0.54,4
0.52,0.55,2
0.52,0.56,2
0.52,0.57,2
0.52,0.58,1
0.52,0.59,1
0.52,0.6,3
0.52,0.61,7
0.52,0.62,3
0.52,0.63,2
0.52,0.64,7
0.52,0.65,6
0.52,0.66,13
0.52,0.67,9
0.52,0.68,3
0.52,0.69,3
0.52,0.7,8
0.52,0.71,9
0.52,0.72,4
0.52,0.73,7
0.52,0.74,5
0.52,0.75,6
0.52,0.76,3
0.52,0.77,7
0.52,0.78,3
0.52,0.79,4
0.52,0.8,2
0.52,0.81,9
0.52,0.82,7
0.52,0.83,2
0.52,0.84,9
0.52,0.85,5
0.52,0.86,4
0.52,0.87,3
0.52,0.88,10
0.52,0.89,7
0.52,0.9,8
0.52,0.91,7
0.52,0.92,4
0.52,0.93,8
0.52,0.94,9
0.52,0.95,7
0.52,0.96,4
0.52,0.97,4
0.52,0.98,7
0.52,0.99,5
0.52,1,12
0.52,1.01,6
0.52,1.02,7
0.52,1.03,6
0.52,1.04,5
0.52,1.05,8
0.52,1.06,7
0.52,1.07,6
0.52,1.08,7
0.52,1.09,7
0.52,1.1,3
0.52,1.11,6
0.52,1.12,5
0.52,1.13,6
0.52,1.14,3
0.52,1.15,6
0.52,1.16,4
0.52,1.17,7
0.52,1.18,7
0.52,1.19,4
0.52,1.2,7
0.52,1.21,3
0.52,1.22,4
0.52,1.23,4
0.52,1.24,4
0.52,1.25,7
0.52,1.26,5
0.52,1.27,5
0.52,1.28,2
0.52,1.29,5
0.52,1.3,2
0.52,1.31,6
0.52,1.32,2
0.52,1.33,3
0.52,1.34,4
0.52,1.35,1
0.52,1.37,1
0.52,1.38,5
0.52,1.4,2
0.52,1.42,1
0.52,1.43,3
0.52,1.44,2
0.53,0.38,1
0.53,0.39,1
0.53,0.4,1
0.53,0.41,2
0.53,0.42,4
0.53,0.44,3
0.53,0.45,1
0.53,0.46,3
0.53,0.47,5
0.53,0.48,3
0.53,0.49,3
0.53,0.5,2
0.53,0.51,5
0.53,0.52,3
0.53,0.53,4
0.53,0.54,3
0.53,0.55,5
0.53,0.56,6
0.53,0.57,5
0.53,0.58,3
0.53,0.59,4
0.53,0.6,3
0.53,0.61,5
0.53,0.62,5
0.53,0.63,5
0.53,0.64,9
0.53,0.65,1
0.53,0.66,3
0.53,0.67,4
0.53,0.68,5
0.53,0.69,9
0.53,0.7,4
0.53,0.71,3
0.53,0.72,3
0.53,0.73,5
0.53,0.74,7
0.53,0.75,4
0.53,0.76,8
0.53,0.77,3
0.53,0.78,4
0.53,0.79,4
0.53,0.8,7
0.53,0.81,7
0.53,0.82,5
0.53,0.83,12
0.53,0.84,6
0.53,0.85,6
0.53,0.86,10
0.53,0.87,4
0.53,0.88,5
0.53,0.89,5
0.53,0.9,11
0.53,0.91,11
0.53,0.92,6
0.53,0.93,12
0.53,0.94,5
0.53,0.95,7
0.53,0.96,7
0.53,0.97,7
0.53,0.98,5
0.53,0.99,4
0.53,1,6
0.53,1.01,2
0.53,1.02,9
0.53,1.03,5
0.53,1.04,6
0.53,1.05,8
0.53,1.06,5
0.53,1.07,3
0.53,1.08,1
0.53,1.09,7
0.53,1.1,7
0.53,1.11,2
0.53,1.12,4
0.53,1.13,3
0.53,1.14,8
0.53,1.15,5
0.53,1.16,3
0.53,1.17,3
0.53,1.18,2
0.53,1.19,5
0.53,1.2,6
0.53,1.21,4
0.53,1.22,2
0.53,1.23,7
0.53,1.24,4
0.53,1.25,3
0.53,1.26,4
0.53,1.27,1
0.53,1.28,4
0.53,1.29,1
0.53,1.3,2
0.53,1.31,1
0.53,1.32,1
0.53,1.33,8
0.53,1.34,5
0.53,1.35,3
0.53,1.36,1
0.53,1.37,1
0.53,1.38,2
0.53,1.39,2
0.53,1.4,1
0.53,1.42,1
0.54,0.39,1
0.54,0.4,1
0.54,0.41,2
0.54,0.42,2
0.54,0.43,1
0.54,0.44,2
0.54,0.45,4
0.54,0.46,3
0.54,0.47,4
0.54,0.48,3
0.54,0.49,3
0.54,0.5,2
0.54,0.51,1
0.54,0.52,2
0.54,0.53,3
0.54,0.54,9
0.54,0.55,3
0.54,0.56,4
0.54,0.57,6
0.54,0.58,6
0.54,0.6,4
0.54,0.61,1
0.54,0.62,5
0.54,0.63,5
0.54,0.64,3
0.54,0.65,2
0.54,0.66,7
0.54,0.67,4
0.54,0.68,4
0.54,0.69,5
0.54,0.7,7
0.54,0.71,10
0.54,0.72,4
0.54,0.73,8
0.54,0.74,7
0.54,0.75,4
0.54,0.76,4
0.54,0.77,3
0.54,0.78,3
0.54,0.79,9
0.54,0.8,14
0.54,0.81,8
0.54,0.82,5
0.54,0.83,7
0.54,0.84,3
0.54,0.85,5
0.54,0.86,7
0.54,0.87,12
0.54,0.88,5
0.54,0.89,10
0.54,0.9,4
0.54,0.91,2
0.54,0.92,6
0.54,0.93,6
0.54,0.94,2
0.54,0.95,8
0.54,0.96,10
0.54,0.97,5
0.54,0.98,3
0.54,0.99,5
0.54,1,3
0.54,1.01,8
0.54,1.02,6
0.54,1.03,6
0.54,1.04,6
0.54,1.05,4
0.54,1.06,5
0.54,1.07,5
0.54,1.08,3
0.54,1.09,8
0.54,1.1,5
0.54,1.11,4
0.54,1.12,4
0.54,1.13,6
0.54,1.14,9
0.54,1.15,5
0.54,1.16,8
0.54,1.17,2
0.54,1.18,7
0.54,1.19,4
0.54,1.2,4
0.54,1.21,5
0.54,1.22,2
0.54,1.24,7
0.54,1.25,2
0.54,1.26,5
0.54,1.27,3
0.54,1.28,3
0.54,1.29,3
0.54,1.3,4
0.54,1.31,7
0.54,1.32,2
0.54,1.33,3
0.54,1.34,1
0.54,1.35,2
0.54,1.37,2
0.54,1.38,1
0.54,1.39,1
0.54,1.4,2
0.54,1.41,2
0.54,1.42,1
0.55,0.41,1
0.55,0.42,2
0.55,0.44,1
0.55,0.45,1
0.55,0.47,3
0.55,0.48,3
0.55,0.49,1
0.55,0.5,2
0.55,0.51,3
0.55,0.52,4
0.55,0.53,3
0.55,0.54,3
0.55,0.56,3
0.55,0.57,5
0.55,0.58,2
0.55,0.59,2
0.55,0.6,4
0.55,0.61,4
0.55,0.62,12
0.55,0.63,5
0.55,0.64,5
0.55,0.65,4
0.55,0.66,6
0.55,0.68,7
0.55,0.69,3
0.55,0.7,7
0.55,0.71,5
0.55,0.72,7
0.55,0.73,6
0.55,0.74,5
0.55,0.75,2
0.55,0.76,4
0.55,0.77,9
0.55,0.78,8
0.55,0.79,8
0.55,0.8,2
0.55,0.81,10
0.55,0.82,8
0.55,0.83,5
0.55,0.84,5
0.55,0.85,5
0.55,0.86,5
0.55,0.87,7
0.55,0.88,5
0.55,0.89,7
0.55,0.9,6
0.55,0.91,7
0.55,0.92,2
0.55,0.93,5
0.55,0.94,7
0.55,0.95,5
0.55,0.96,5
0.55,0.97,5
0.55,0.98,5
0.55,0.99,9
0.55,1,2
0.55,1.01,11
0.55,1.02,6
0.55,1.03,5
0.55,1.04,1
0.55,1.05,6
0.55,1.06,7
0.55,1.07,3
0.55,1.08,7
0.55,1.09,3
0.55,1.1,4
0.55,1.11,6
0.55,1.12,7
0.55,1.13,2
0.55,1.14,5
0.55,1.15,3
0.55,1.16,6
0.55,1.17,3
0.55,1.18,7
0.55,1.19,5
0.55,1.2,2
0.55,1.21,4
0.55,1.22,2
0.55,1.23,4
0.55,1.24,3
0.55,1.25,5
0.55,1.26,4
0.55,1.27,5
0.55,1.28,3
0.55,1.29,2
0.55,1.3,2
0.55,1.31,4
0.55,1.32,3
0.55,1.33,1
0.55,1.34,2
0.55,1.35,3
0.55,1.36,1
0.55,1.37,1
0.55,1.38,1
0.56,0.41,1
0.56,0.42,2
0.56,0.43,5
0.56,0.45,2
0.56,0.47,3
0.56,0.49,2
0.56,0.5,2
0.56,0.51,7
0.56,0.52,2
0.56,0.53,9
0.56,0.54,2
0.56,0.55,3
0.56,0.56,3
0.56,0.57,8
0.56,0.58,2
0.56,0.59,2
0.56,0.6,4
0.56,0.61,2
0.56,0.62,5
0.56,0.63,3
0.56,0.64,3
0.56,0.65,3
0.56,0.66,7
0.56,0.67,6
0.56,0.68,5
0.56,0.69,1
0.56,0.7,2
0.56,0.71,4
0.56,0.72,3
0.56,0.73,3
0.56,0.74,5
0.56,0.75,2
0.56,0.76,6
0.56,0.77,6
0.56,0.78,2
0.56,0.79,4
0.56,0.8,5
0.56,0.81,4
0.56,0.82,5
0.56,0.83,5
0.56,0.84,5
0.56,0.85,4
0.56,0.86,5
0.56,0.87,10
0.56,0.88,8
0.56,0.89,5
0.56,0.9,8
0.56,0.91,6
0.56,0.92,10
0.56,0.93,2
0.56,0.94,4
0.56,0.95,4
0.56,0.96,6
0.56,0.97,2
0.56,0.98,6
0.56,0.99,5
0.56,1,4
0.56,1.01,3
0.56,1.02,8
0.56,1.03,6
0.56,1.04,5
0.56,1.05,4
0.56,1.06,4
0.56,1.07,3
0.56,1.08,5
0.56,1.09,7
0.56,1.1,4
0.56,1.11,3
0.56,1.12,6
0.56,1.13,4
0.56,1.14,4
0.56,1.15,5
