y_m,z_m,hit_count
-0.03,0.34,10
-0.03,0.35,13
-0.03,0.36,18
-0.03,0.37,17
-0.03,0.38,20
-0.03,0.39,25
-0.03,0.4,12
-0.03,0.41,16
-0.03,0.42,15
-0.03,0.43,14
-0.03,0.44,19
-0.03,0.45,12
-0.03,0.46,18
-0.03,0.47,20
-0.03,0.48,24
-0.03,0.49,18
-0.03,0.5,22
-0.03,0.51,23
-0.03,0.52,20
-0.03,0.53,23
-0.03,0.54,22
-0.03,0.55,17
-0.03,0.56,25
-0.03,0.57,22
-0.03,0.58,30
-0.03,0.59,30
-0.03,0.6,15
-0.03,0.61,19
-0.03,0.62,19
-0.03,0.63,13
-0.03,0.64,25
-0.03,0.65,24
-0.03,0.66,18
-0.03,0.67,20
-0.03,0.68,20
-0.03,0.69,26
-0.03,0.7,16
-0.03,0.71,20
-0.03,0.72,23
-0.03,0.73,29
-0.03,0.74,26
-0.03,0.75,26
-0.03,0.76,26
-0.03,0.77,27
-0.03,0.78,26
-0.03,0.79,22
-0.03,0.8,25
-0.03,0.81,27
-0.03,0.82,21
-0.03,0.83,36
-0.03,0.84,19
-0.03,0.85,25
-0.03,0.86,24
-0.03,0.87,26
-0.03,0.88,31
-0.03,0.89,25
-0.03,0.9,25
-0.03,0.91,26
-0.03,0.92,20
-0.03,0.93,21
-0.03,0.94,25
-0.03,0.95,27
-0.03,0.96,18
-0.03,0.97,26
-0.03,0.98,21
-0.03,0.99,24
-0.03,1,23
-0.03,1.01,21
-0.03,1.02,27
-0.03,1.03,14
-0.03,1.04,27
-0.03,1.05,18
-0.03,1.06,16
-0.03,1.07,18
-0.03,1.08,15
-0.03,1.09,17
-0.03,1.1,19
-0.03,1.11,29
-0.03,1.12,29
-0.03,1.13,27
-0.03,1.14,19
-0.03,1.15,24
-0.03,1.16,21
-0.03,1.17,21
-0.03,1.18,17
-0.03,1.19,27
-0.03,1.2,23
-0.03,1.21,15
-0.03,1.22,18
-0.03,1.23,14
-0.03,1.24,15
-0.03,1.25,24
-0.03,1.26,15
-0.03,1.27,20
-0.03,1.28,21
-0.03,1.29,16
-0.03,1.3,17
-0.03,1.31,17
-0.03,1.32,23
-0.03,1.33,18
-0.03,1.34,12
-0.03,1.35,20
-0.03,1.36,16
-0.03,1.37,14
-0.03,1.38,16
-0.03,1.39,10
-0.03,1.4,10
-0.03,1.41,6
-0.03,1.42,12
-0.03,1.43,10
-0.03,1.44,7
-0.03,1.45,8
-0.03,1.46,6
-0.03,1.47,4
-0.03,1.48,13
-0.03,1.49,7
-0.03,1.5,13
-0.03,1.51,8
-0.03,1.52,7
-0.03,1.53,6
-0.03,1.54,7
-0.03,1.55,5
-0.03,1.56,6
-0.03,1.57,8
-0.03,1.58,6
-0.03,1.59,3
-0.03,1.6,8
-0.03,1.61,5
-0.03,1.62,3
-0.03,1.63,1
-0.02,0.16,3
-0.02,0.17,5
-0.02,0.18,7
-0.02,0.19,8
-0.02,0.2,11
-0.02,0.21,14
-0.02,0.22,12
-0.02,0.23,7
-0.02,0.24,9
-0.02,0.25,12
-0.02,0.26,10
-0.02,0.27,12
-0.02,0.28,7
-0.02,0.29,8
-0.02,0.3,13
-0.02,0.31,12
-0.02,0.32,7
-0.02,0.33,13
-0.02,0.34,14
-0.02,0.35,6
-0.02,0.36,17
-0.02,0.37,14
-0.02,0.38,15
-0.02,0.39,15
-0.02,0.4,11
-0.02,0.41,11
-0.02,0.42,20
-0.02,0.43,14
-0.02,0.44,21
-0.02,0.45,21
-0.02,0.46,28
-0.02,0.47,11
-0.02,0.48,16
-0.02,0.49,13
-0.02,0.5,19
-0.02,0.51,21
-0.02,0.52,15
-0.02,0.53,21
-0.02,0.54,23
-0.02,0.55,25
-0.02,0.56,29
-0.02,0.57,27
-0.02,0.58,24
-0.02,0.59,27
-0.02,0.6,17
-0.02,0.61,29
-0.02,0.62,20
-0.02,0.63,29
-0.02,0.64,25
-0.02,0.65,24
-0.02,0.66,21
-0.02,0.67,28
-0.02,0.68,21
-0.02,0.69,29
-0.02,0.7,21
-0.02,0.71,20
-0.02,0.72,25
-0.02,0.73,24
-0.02,0.74,20
-0.02,0.75,26
-0.02,0.76,28
-0.02,0.77,26
-0.02,0.78,27
-0.02,0.79,19
-0.02,0.8,22
-0.02,0.81,29
-0.02,0.82,28
-0.02,0.83,23
-0.02,0.84,26
-0.02,0.85,26
-0.02,0.86,28
-0.02,0.87,22
-0.02,0.88,32
-0.02,0.89,25
-0.02,0.9,19
-0.02,0.91,32
-0.02,0.92,22
-0.02,0.93,31
-0.02,0.94,31
-0.02,0.95,23
-0.02,0.96,26
-0.02,0.97,29
-0.02,0.98,21
-0.02,0.99,16
-0.02,1,24
-0.02,1.01,25
-0.02,1.02,21
-0.02,1.03,31
-0.02,1.04,23
-0.02,1.05,20
-0.02,1.06,17
-0.02,1.07,21
-0.02,1.08,26
-0.02,1.09,15
-0.02,1.1,18
-0.02,1.11,18
-0.02,1.12,15
-0.02,1.13,20
-0.02,1.14,15
-0.02,1.15,22
-0.02,1.16,21
-0.02,1.17,23
-0.02,1.18,14
-0.02,1.19,21
-0.02,1.2,23
-0.02,1.21,23
-0.02,1.22,17
-0.02,1.23,20
-0.02,1.24,21
-0.02,1.25,24
-0.02,1.26,15
-0.02,1.27,15
-0.02,1.28,18
-0.02,1.29,21
-0.02,1.3,21
-0.02,1.31,14
-0.02,1.32,21
-0.02,1.33,19
-0.02,1.34,11
-0.02,1.35,12
-0.02,1.36,18
-0.02,1.37,14
-0.02,1.38,13
-0.02,1.39,7
-0.02,1.4,5
-0.02,1.41,10
-0.02,1.42,10
-0.02,1.43,10
-0.02,1.44,17
-0.02,1.45,6
-0.02,1.46,11
-0.02,1.47,8
-0.02,1.48,9
-0.02,1.49,8
-0.02,1.5,8
-0.02,1.51,12
-0.02,1.52,4
-0.02,1.53,6
-0.02,1.54,7
-0.02,1.55,5
-0.02,1.56,9
-0.02,1.57,8
-0.02,1.58,5
-0.02,1.59,4
-0.02,1.6,7
-0.02,1.62,3
-0.01,0.16,4
-0.01,0.17,8
-0.01,0.18,5
-0.01,0.19,9
-0.01,0.2,7
-0.01,0.21,9
-0.01,0.22,6
-0.01,0.23,8
-0.01,0.24,10
-0.01,0.25,8
-0.01,0.26,10
-0.01,0.27,11
-0.01,0.28,14
-0.01,0.29,11
-0.01,0.3,12
-0.01,0.31,14
-0.01,0.32,11
-0.01,0.33,13
-0.01,0.34,11
-0.01,0.35,15
-0.01,0.36,18
-0.01,0.37,12
-0.01,0.38,16
-0.01,0.39,19
-0.01,0.4,17
-0.01,0.41,10
-0.01,0.42,19
-0.01,0.43,18
-0.01,0.44,13
-0.01,0.45,19
-0.01,0.46,17
-0.01,0.47,18
-0.01,0.48,15
-0.01,0.49,20
-0.01,0.5,23
-0.01,0.51,18
-0.01,0.52,25
-0.01,0.53,19
-0.01,0.54,25
-0.01,0.55,23
-0.01,0.56,28
-0.01,0.57,20
-0.01,0.58,23
-0.01,0.59,25
-0.01,0.6,33
-0.01,0.61,24
-0.01,0.62,26
-0.01,0.63,27
-0.01,0.64,21
-0.01,0.65,23
-0.01,0.66,22
-0.01,0.67,24
-0.01,0.68,22
-0.01,0.69,25
-0.01,0.7,23
-0.01,0.71,26
-0.01,0.72,31
-0.01,0.73,20
-0.01,0.74,28
-0.01,0.75,28
-0.01,0.76,28
-0.01,0.77,31
-0.01,0.78,27
-0.01,0.79,33
-0.01,0.8,30
-0.01,0.81,25
-0.01,0.82,22
-0.01,0.83,22
-0.01,0.84,24
-0.01,0.85,25
-0.01,0.86,32
-0.01,0.87,25
-0.01,0.88,29
-0.01,0.89,24
-0.01,0.9,19
-0.01,0.91,19
-0.01,0.92,26
-0.01,0.93,24
-0.01,0.94,27
-0.01,0.95,19
-0.01,0.96,24
-0.01,0.97,27
-0.01,0.98,27
-0.01,0.99,26
-0.01,1,19
-0.01,1.01,26
-0.01,1.02,24
-0.01,1.03,25
-0.01,1.04,24
-0.01,1.05,22
-0.01,1.06,26
-0.01,1.07,23
-0.01,1.08,16
-0.01,1.09,13
-0.01,1.1,14
-0.01,1.11,21
-0.01,1.12,21
-0.01,1.13,24
-0.01,1.14,19
-0.01,1.15,17
-0.01,1.16,20
-0.01,1.17,25
-0.01,1.18,19
-0.01,1.19,27
-0.01,1.2,24
-0.01,1.21,24
-0.01,1.22,19
-0.01,1.23,30
-0.01,1.24,17
-0.01,1.25,21
-0.01,1.26,26
-0.01,1.27,17
-0.01,1.28,17
-0.01,1.29,21
-0.01,1.3,17
-0.01,1.31,12
-0.01,1.32,20
-0.01,1.33,19
-0.01,1.34,14
-0.01,1.35,10
-0.01,1.36,11
-0.01,1.37,8
-0.01,1.38,18
-0.01,1.39,8
-0.01,1.4,17
-0.01,1.41,11
-0.01,1.42,11
-0.01,1.43,12
-0.01,1.44,10
-0.01,1.45,17
-0.01,1.46,6
-0.01,1.47,11
-0.01,1.48,9
-0.01,1.49,12
-0.01,1.5,9
-0.01,1.51,12
-0.01,1.52,6
-0.01,1.53,7
-0.01,1.54,8
-0.01,1.55,6
-0.01,1.56,2
-0.01,1.57,4
-0.01,1.58,7
-0.01,1.59,5
-0.01,1.6,4
-0.01,1.61,4
-0.01,1.62,1
0,0.16,3
0,0.17,7
0,0.18,3
0,0.19,8
0,0.2,8
0,0.21,9
0,0.22,10
0,0.23,11
0,0.24,5
0,0.25,11
0,0.26,7
0,0.27,13
0,0.28,12
0,0.29,17
0,0.3,9
0,0.31,15
0,0.32,9
0,0.33,11
0,0.34,10
0,0.35,10
0,0.36,13
0,0.37,8
0,0.38,25
0,0.39,16
0,0.4,17
0,0.41,18
0,0.42,17
0,0.43,13
0,0.44,16
0,0.45,17
0,0.46,18
0,0.47,18
0,0.48,24
0,0.49,18
0,0.5,27
0,0.51,26
0,0.52,24
0,0.53,26
0,0.54,26
0,0.55,18
0,0.56,27
0,0.57,26
0,0.58,33
0,0.59,24
0,0.6,19
0,0.61,27
0,0.62,22
0,0.63,23
0,0.64,26
0,0.65,20
0,0.66,27
0,0.67,21
0,0.68,22
0,0.69,21
0,0.7,32
0,0.71,19
0,0.72,29
0,0.73,29
0,0.74,30
0,0.75,25
0,0.76,23
0,0.77,33
0,0.78,27
0,0.79,32
0,0.8,26
0,0.81,32
0,0.82,22
0,0.83,28
0,0.84,29
0,0.85,31
0,0.86,26
0,0.87,20
0,0.88,23
0,0.89,26
0,0.9,25
0,0.91,31
0,0.92,26
0,0.93,25
0,0.94,24
0,0.95,26
0,0.96,21
0,0.97,25
0,0.98,26
0,0.99,25
0,1,22
0,1.01,17
0,1.02,27
0,1.03,24
0,1.04,31
0,1.05,13
0,1.06,19
0,1.07,24
0,1.08,27
0,1.09,15
0,1.1,16
0,1.11,26
0,1.12,15
0,1.13,20
0,1.14,17
0,1.15,16
0,1.16,24
0,1.17,19
0,1.18,19
0,1.19,22
0,1.2,20
0,1.21,28
0,1.22,21
0,1.23,23
0,1.24,21
0,1.25,25
0,1.26,21
0,1.27,14
0,1.28,21
0,1.29,23
0,1.3,16
0,1.31,13
0,1.32,12
0,1.33,18
0,1.34,14
0,1.35,12
0,1.36,15
0,1.37,7
0,1.38,14
0,1.39,12
0,1.4,12
0,1.41,8
0,1.42,11
0,1.43,11
0,1.44,13
0,1.45,12
0,1.46,9
0,1.47,4
0,1.48,8
0,1.49,10
0,1.5,11
0,1.51,8
0,1.52,8
0,1.53,5
0,1.54,7
0,1.55,2
0,1.56,6
0,1.57,8
0,1.58,1
0,1.59,5
0,1.6,2
0,1.61,4
0.01,0.16,5
0.01,0.17,10
0.01,0.18,6
0.01,0.19,6
0.01,0.2,6
0.01,0.21,9
0.01,0.22,5
0.01,0.23,6
0.01,0.24,9
0.01,0.25,14
0.01,0.26,13
0.01,0.27,9
0.01,0.28,13
0.01,0.29,12
0.01,0.3,13
0.01,0.31,9
0.01,0.32,8
0.01,0.33,10
0.01,0.34,19
0.01,0.35,11
0.01,0.36,15
0.01,0.37,11
0.01,0.38,10
0.01,0.39,15
0.01,0.4,15
0.01,0.41,16
0.01,0.42,21
0.01,0.43,19
0.01,0.44,20
0.01,0.45,18
0.01,0.46,20
0.01,0.47,15
0.01,0.48,23
0.01,0.49,19
0.01,0.5,18
0.01,0.51,24
0.01,0.52,23
0.01,0.53,26
0.01,0.54,21
0.01,0.55,20
0.01,0.56,24
0.01,0.57,26
0.01,0.58,21
0.01,0.59,23
0.01,0.6,28
0.01,0.61,29
0.01,0.62,21
0.01,0.63,25
0.01,0.64,31
0.01,0.65,28
0.01,0.66,21
0.01,0.67,26
0.01,0.68,28
0.01,0.69,27
0.01,0.7,20
0.01,0.71,19
0.01,0.72,25
0.01,0.73,31
0.01,0.74,34
0.01,0.75,24
0.01,0.76,26
0.01,0.77,27
0.01,0.78,26
0.01,0.79,19
0.01,0.8,29
0.01,0.81,33
0.01,0.82,26
0.01,0.83,19
0.01,0.84,27
0.01,0.85,27
0.01,0.86,24
0.01,0.87,18
0.01,0.88,31
0.01,0.89,25
0.01,0.9,23
0.01,0.91,22
0.01,0.92,30
0.01,0.93,37
0.01,0.94,29
0.01,0.95,26
0.01,0.96,26
0.01,0.97,25
0.01,0.98,24
0.01,0.99,18
0.01,1,28
0.01,1.01,19
0.01,1.02,25
0.01,1.03,18
0.01,1.04,18
0.01,1.05,25
0.01,1.06,22
0.01,1.07,17
0.01,1.08,24
0.01,1.09,21
0.01,1.1,22
0.01,1.11,22
0.01,1.12,17
0.01,1.13,18
0.01,1.14,21
0.01,1.15,19
0.01,1.16,17
0.01,1.17,18
0.01,1.18,24
0.01,1.19,14
0.01,1.2,23
0.01,1.21,20
0.01,1.22,25
0.01,1.23,20
0.01,1.24,24
0.01,1.25,21
0.01,1.26,18
0.01,1.27,21
0.01,1.28,21
0.01,1.29,15
0.01,1.3,19
0.01,1.31,18
0.01,1.32,17
0.01,1.33,22
0.01,1.34,7
0.01,1.35,12
0.01,1.36,9
0.01,1.37,12
0.01,1.38,18
0.01,1.39,11
0.01,1.4,12
0.01,1.41,14
0.01,1.42,10
0.01,1.43,20
0.01,1.44,11
0.01,1.45,9
0.01,1.46,12
0.01,1.47,11
0.01,1.48,10
0.01,1.49,8
0.01,1.5,5
0.01,1.51,5
0.01,1.52,4
0.01,1.53,7
0.01,1.54,10
0.01,1.55,7
0.01,1.56,5
0.01,1.57,7
0.01,1.58,7
0.01,1.59,3
0.01,1.6,6
0.01,1.61,3
0.01,1.62,1
0.02,0.16,2
0.02,0.17,5
0.02,0.18,10
0.02,0.19,10
0.02,0.2,12
0.02,0.21,11
0.02,0.22,10
0.02,0.23,8
0.02,0.24,15
0.02,0.25,6
0.02,0.26,9
0.02,0.27,8
0.02,0.28,7
0.02,0.29,10
0.02,0.3,13
0.02,0.31,14
0.02,0.32,11
0.02,0.33,12
0.02,0.34,12
0.02,0.35,13
0.02,0.36,16
0.02,0.37,21
0.02,0.38,14
0.02,0.39,14
0.02,0.4,17
0.02,0.41,18
0.02,0.42,14
0.02,0.43,20
0.02,0.44,17
0.02,0.45,20
0.02,0.46,18
0.02,0.47,17
0.02,0.48,19
0.02,0.49,14
0.02,0.5,24
0.02,0.51,20
0.02,0.52,29
0.02,0.53,23
0.02,0.54,24
0.02,0.55,30
0.02,0.56,23
0.02,0.57,23
0.02,0.58,22
0.02,0.59,28
0.02,0.6,22
0.02,0.61,21
0.02,0.62,24
0.02,0.63,26
0.02,0.64,16
0.02,0.65,24
0.02,0.66,21
0.02,0.67,22
0.02,0.68,23
0.02,0.69,24
0.02,0.7,25
0.02,0.71,19
0.02,0.72,23
0.02,0.73,20
0.02,0.74,23
0.02,0.75,30
0.02,0.76,23
0.02,0.77,20
0.02,0.78,33
0.02,0.79,23
0.02,0.8,29
0.02,0.81,30
0.02,0.82,23
0.02,0.83,33
0.02,0.84,32
0.02,0.85,28
0.02,0.86,27
0.02,0.87,24
0.02,0.88,25
0.02,0.89,33
0.02,0.9,23
0.02,0.91,18
0.02,0.92,25
0.02,0.93,22
0.02,0.94,27
0.02,0.95,25
0.02,0.96,28
0.02,0.97,27
0.02,0.98,33
0.02,0.99,23
0.02,1,29
0.02,1.01,28
0.02,1.02,20
0.02,1.03,15
0.02,1.04,18
0.02,1.05,25
0.02,1.06,23
0.02,1.07,18
0.02,1.08,21
0.02,1.09,31
0.02,1.1,18
0.02,1.11,19
0.02,1.12,22
0.02,1.13,17
0.02,1.14,15
0.02,1.15,23
0.02,1.16,19
0.02,1.17,18
0.02,1.18,19
0.02,1.19,14
0.02,1.2,21
0.02,1.21,28
0.02,1.22,20
0.02,1.23,23
0.02,1.24,16
0.02,1.25,18
0.02,1.26,18
0.02,1.27,18
0.02,1.28,16
0.02,1.29,14
0.02,1.3,23
0.02,1.31,15
0.02,1.32,21
0.02,1.33,20
0.02,1.34,17
0.02,1.35,15
0.02,1.36,21
0.02,1.37,7
0.02,1.38,14
0.02,1.39,17
0.02,1.4,9
0.02,1.41,12
0.02,1.42,9
0.02,1.43,22
0.02,1.44,12
0.02,1.45,10
0.02,1.46,8
0.02,1.47,12
0.02,1.48,12
0.02,1.49,3
0.02,1.5,7
0.02,1.51,3
0.02,1.52,11
0.02,1.53,6
0.02,1.54,5
0.02,1.55,4
0.02,1.56,8
0.02,1.57,1
0.02,1.58,2
0.02,1.59,5
0.02,1.6,4
0.02,1.62,2
0.02,1.63,1
0.03,0.16,4
0.03,0.17,6
0.03,0.18,10
0.03,0.19,9
0.03,0.2,13
0.03,0.21,12
0.03,0.22,6
0.03,0.23,8
0.03,0.24,3
0.03,0.25,9
0.03,0.26,10
0.03,0.27,15
0.03,0.28,12
0.03,0.29,14
0.03,0.3,12
0.03,0.31,11
0.03,0.32,12
0.03,0.33,11
0.03,0.34,10
0.03,0.35,11
0.03,0.36,11
0.03,0.37,11
0.03,0.38,12
0.03,0.39,10
0.03,0.4,18
0.03,0.41,13
0.03,0.42,15
0.03,0.43,19
0.03,0.44,22
0.03,0.45,15
0.03,0.46,20
0.03,0.47,21
0.03,0.48,17
0.03,0.49,22
0.03,0.5,27
0.03,0.51,28
0.03,0.52,24
0.03,0.53,32
0.03,0.54,19
0.03,0.55,22
0.03,0.56,34
0.03,0.57,26
0.03,0.58,33
0.03,0.59,28
0.03,0.6,21
0.03,0.61,26
0.03,0.62,30
0.03,0.63,15
0.03,0.64,27
0.03,0.65,19
0.03,0.66,22
0.03,0.67,27
0.03,0.68,24
0.03,0.69,23
0.03,0.7,24
0.03,0.71,25
0.03,0.72,25
0.03,0.73,24
0.03,0.74,28
0.03,0.75,22
0.03,0.76,21
0.03,0.77,23
0.03,0.78,24
0.03,0.79,21
0.03,0.8,21
0.03,0.81,23
0.03,0.82,30
0.03,0.83,25
0.03,0.84,25
0.03,0.85,31
0.03,0.86,23
0.03,0.87,20
0.03,0.88,28
0.03,0.89,23
0.03,0.9,21
0.03,0.91,16
0.03,0.92,21
0.03,0.93,19
0.03,0.94,24
0.03,0.95,27
0.03,0.96,26
0.03,0.97,30
0.03,0.98,27
0.03,0.99,21
0.03,1,26
0.03,1.01,23
0.03,1.02,25
0.03,1.03,25
0.03,1.04,18
0.03,1.05,21
0.03,1.06,23
0.03,1.07,27
0.03,1.08,25
0.03,1.09,21
0.03,1.1,21
0.03,1.11,21
0.03,1.12,15
0.03,1.13,13
0.03,1.14,26
0.03,1.15,14
0.03,1.16,22
0.03,1.17,27
0.03,1.18,19
0.03,1.19,20
0.03,1.2,15
0.03,1.21,20
0.03,1.22,19
0.03,1.23,17
0.03,1.24,21
0.03,1.25,20
0.03,1.26,15
0.03,1.27,23
0.03,1.28,16
0.03,1.29,17
0.03,1.3,12
0.03,1.31,13
0.03,1.32,16
0.03,1.33,9
0.03,1.34,14
0.03,1.35,14
0.03,1.36,8
0.03,1.37,16
0.03,1.38,15
0.03,1.39,15
0.03,1.4,15
0.03,1.41,11
0.03,1.42,7
0.03,1.43,9
0.03,1.44,10
0.03,1.45,8
0.03,1.46,6
0.03,1.47,14
0.03,1.48,3
0.03,1.49,8
0.03,1.5,6
0.03,1.51,9
0.03,1.52,7
0.03,1.53,9
0.03,1.54,9
0.03,1.55,8
0.03,1.56,4
0.03,1.57,3
0.03,1.58,4
0.03,1.59,7
0.03,1.6,3
0.03,1.61,7
0.03,1.62,4
0.04,0.17,7
0.04,0.18,13
0.04,0.19,11
0.04,0.2,6
0.04,0.21,15
0.04,0.22,8
0.04,0.23,17
0.04,0.24,6
0.04,0.25,6
0.04,0.26,6
0.04,0.27,7
0.04,0.28,15
0.04,0.29,18
0.04,0.3,10
0.04,0.31,7
0.04,0.32,13
0.04,0.33,10
0.04,0.34,9
0.04,0.35,9
0.04,0.36,15
0.04,0.37,16
0.04,0.38,17
0.04,0.39,21
0.04,0.4,12
0.04,0.41,26
0.04,0.42,14
0.04,0.43,13
0.04,0.44,16
0.04,0.45,23
0.04,0.46,15
0.04,0.47,16
0.04,0.48,15
0.04,0.49,22
0.04,0.5,19
0.04,0.51,18
0.04,0.52,19
0.04,0.53,26
0.04,0.54,26
0.04,0.55,27
0.04,0.56,24
0.04,0.57,25
0.04,0.58,25
0.04,0.59,22
0.04,0.6,24
0.04,0.61,29
0.04,0.62,20
0.04,0.63,17
0.04,0.64,22
0.04,0.65,20
0.04,0.66,20
0.04,0.67,25
0.04,0.68,20
0.04,0.69,15
0.04,0.7,30
0.04,0.71,25
0.04,0.72,26
0.04,0.73,22
0.04,0.74,22
0.04,0.75,21
0.04,0.76,21
0.04,0.77,25
0.04,0.78,27
0.04,0.79,25
0.04,0.8,26
0.04,0.81,21
0.04,0.82,26
0.04,0.83,26
0.04,0.84,23
0.04,0.85,26
0.04,0.86,23
0.04,0.87,33
0.04,0.88,29
0.04,0.89,26
0.04,0.9,24
0.04,0.91,18
0.04,0.92,20
0.04,0.93,27
0.04,0.94,27
0.04,0.95,22
0.04,0.96,23
0.04,0.97,16
0.04,0.98,20
0.04,0.99,25
0.04,1,24
0.04,1.01,28
0.04,1.02,17
0.04,1.03,27
0.04,1.04,25
0.04,1.05,24
0.04,1.06,30
0.04,1.07,18
0.04,1.08,19
0.04,1.09,22
0.04,1.1,20
0.04,1.11,24
0.04,1.12,21
0.04,1.13,18
0.04,1.14,26
0.04,1.15,20
0.04,1.16,16
0.04,1.17,16
0.04,1.18,24
0.04,1.19,20
0.04,1.2,12
0.04,1.21,24
0.04,1.22,18
0.04,1.23,19
0.04,1.24,14
0.04,1.25,20
0.04,1.26,17
0.04,1.27,22
0.04,1.28,15
0.04,1.29,21
0.04,1.3,16
0.04,1.31,14
0.04,1.32,12
0.04,1.33,14
0.04,1.34,14
0.04,1.35,14
0.04,1.36,16
0.04,1.37,14
0.04,1.38,12
0.04,1.39,8
0.04,1.4,14
0.04,1.41,10
0.04,1.42,10
0.04,1.43,6
0.04,1.44,10
0.04,1.45,9
0.04,1.46,13
0.04,1.47,11
0.04,1.48,11
0.04,1.49,4
0.04,1.5,10
0.04,1.51,6
0.04,1.52,8
0.04,1.53,11
0.04,1.54,6
0.04,1.55,5
0.04,1.56,8
0.04,1.57,7
0.04,1.58,5
0.04,1.59,7
0.04,1.6,4
0.04,1.61,4
0.04,1.62,1
0.05,0.16,4
0.05,0.17,5
0.05,0.18,4
0.05,0.19,7
0.05,0.2,11
0.05,0.21,9
0.05,0.22,6
0.05,0.23,16
0.05,0.24,14
0.05,0.25,7
0.05,0.26,10
0.05,0.27,14
0.05,0.28,10
0.05,0.29,16
0.05,0.3,14
0.05,0.31,13
0.05,0.32,13
0.05,0.33,13
0.05,0.34,15
0.05,0.35,14
0.05,0.36,22
0.05,0.37,16
0.05,0.38,14
0.05,0.39,12
0.05,0.4,15
0.05,0.41,14
0.05,0.42,11
0.05,0.43,11
0.05,0.44,18
0.05,0.45,19
0.05,0.46,23
0.05,0.47,24
0.05,0.48,20
0.05,0.49,23
0.05,0.5,22
0.05,0.51,22
0.05,0.52,25
0.05,0.53,20
0.05,0.54,27
0.05,0.55,18
0.05,0.56,28
0.05,0.57,21
0.05,0.58,27
0.05,0.59,27
0.05,0.6,28
0.05,0.61,21
0.05,0.62,27
0.05,0.63,24
0.05,0.64,22
0.05,0.65,20
0.05,0.66,26
0.05,0.67,21
0.05,0.68,29
0.05,0.69,23
0.05,0.7,24
0.05,0.71,21
0.05,0.72,33
0.05,0.73,31
0.05,0.74,27
0.05,0.75,22
0.05,0.76,19
0.05,0.77,30
0.05,0.78,27
0.05,0.79,34
0.05,0.8,35
0.05,0.81,29
0.05,0.82,29
0.05,0.83,24
0.05,0.84,22
0.05,0.85,27
0.05,0.86,20
0.05,0.87,23
0.05,0.88,24
0.05,0.89,25
0.05,0.9,25
0.05,0.91,27
0.05,0.92,30
0.05,0.93,23
0.05,0.94,32
0.05,0.95,17
0.05,0.96,23
0.05,0.97,24
0.05,0.98,18
0.05,0.99,24
0.05,1,27
0.05,1.01,26
0.05,1.02,26
0.05,1.03,24
0.05,1.04,26
0.05,1.05,28
0.05,1.06,29
0.05,1.07,26
0.05,1.08,21
0.05,1.09,26
0.05,1.1,20
0.05,1.11,27
0.05,1.12,22
0.05,1.13,15
0.05,1.14,24
0.05,1.15,21
0.05,1.16,22
0.05,1.17,15
0.05,1.18,25
0.05,1.19,23
0.05,1.2,24
0.05,1.21,20
0.05,1.22,22
0.05,1.23,20
0.05,1.24,19
0.05,1.25,24
0.05,1.26,22
0.05,1.27,17
0.05,1.28,13
0.05,1.29,19
0.05,1.3,12
0.05,1.31,17
0.05,1.32,22
0.05,1.33,21
0.05,1.34,14
0.05,1.35,12
0.05,1.36,15
0.05,1.37,9
0.05,1.38,11
0.05,1.39,16
0.05,1.4,9
0.05,1.41,13
0.05,1.42,11
0.05,1.43,12
0.05,1.44,8
0.05,1.45,10
0.05,1.46,7
0.05,1.47,5
0.05,1.48,8
0.05,1.49,7
0.05,1.5,7
0.05,1.51,10
0.05,1.52,10
0.05,1.53,9
0.05,1.54,7
0.05,1.55,12
0.05,1.56,3
0.05,1.57,9
0.05,1.58,4
0.05,1.59,4
0.05,1.6,1
0.05,1.61,1
0.05,1.62,4
0.05,1.63,2
0.06,0.16,3
0.06,0.17,8
0.06,0.18,5
0.06,0.19,6
0.06,0.2,3
0.06,0.21,12
0.06,0.22,8
0.06,0.23,2
0.06,0.24,14
0.06,0.25,8
0.06,0.26,6
0.06,0.27,12
0.06,0.28,12
0.06,0.29,13
0.06,0.3,13
0.06,0.31,15
0.06,0.32,8
0.06,0.33,10
0.06,0.34,11
0.06,0.35,18
0.06,0.36,17
0.06,0.37,13
0.06,0.38,16
0.06,0.39,22
0.06,0.4,12
0.06,0.41,14
0.06,0.42,12
0.06,0.43,19
0.06,0.44,15
0.06,0.45,20
0.06,0.46,23
0.06,0.47,18
0.06,0.48,20
0.06,0.49,25
0.06,0.5,16
0.06,0.51,29
0.06,0.52,25
0.06,0.53,22
0.06,0.54,18
0.06,0.55,27
0.06,0.56,25
0.06,0.57,17
0.06,0.58,30
0.06,0.59,20
0.06,0.6,20
0.06,0.61,33
0.06,0.62,26
0.06,0.63,26
0.06,0.64,25
0.06,0.65,29
0.06,0.66,15
0.06,0.67,22
0.06,0.68,25
0.06,0.69,24
0.06,0.7,19
0.06,0.71,27
0.06,0.72,26
0.06,0.73,25
0.06,0.74,27
0.06,0.75,28
0.06,0.76,24
0.06,0.77,21
0.06,0.78,25
0.06,0.79,25
0.06,0.8,31
0.06,0.81,21
0.06,0.82,22
0.06,0.83,26
0.06,0.84,27
0.06,0.85,23
0.06,0.86,26
0.06,0.87,26
0.06,0.88,17
0.06,0.89,22
0.06,0.9,28
0.06,0.91,26
0.06,0.92,41
0.06,0.93,35
0.06,0.94,26
0.06,0.95,32
0.06,0.96,27
0.06,0.97,24
0.06,0.98,18
