x_m,y_m,z_m,psi_rad,gamma_n,mode_id,hit_count
-0.44,-0.22,0.16,-3.14159,191.365,1,4
-0.44,-0.21,0.16,3.14159,191.975,1,6
-0.44,-0.2,0.16,-3.14159,192.294,1,4
-0.44,-0.19,0.16,-3.14159,192.621,1,6
-0.44,-0.18,0.16,-3.14159,192.957,1,4
-0.44,-0.17,0.16,3.14159,193.302,1,4
-0.44,-0.16,0.16,3.14159,193.658,1,4
-0.44,-0.15,0.16,-3.14159,194.397,1,6
-0.44,-0.14,0.16,-3.14159,194.782,1,4
-0.44,-0.13,0.16,3.14159,195.176,1,6
-0.44,-0.12,0.16,-3.14159,195.581,1,4
-0.44,-0.11,0.16,-3.14159,195.997,1,4
-0.44,-0.1,0.16,-3.14159,196.862,1,6
-0.44,-0.09,0.16,-3.14159,197.311,1,4
-0.44,-0.08,0.16,-3.14159,197.771,1,4
-0.44,-0.07,0.16,-3.14159,198.243,1,6
-0.44,-0.06,0.16,3.14159,198.727,1,4
-0.44,-0.05,0.16,3.14159,199.223,1,4
-0.44,-0.04,0.16,-3.14159,200.253,1,6
-0.44,-0.03,0.16,-3.14159,200.787,1,4
-0.44,-0.02,0.16,3.14159,201.334,1,6
-0.44,-0.01,0.16,3.14159,201.895,1,4
-0.44,0,0.16,-3.14159,201.334,1,4
-0.44,0.01,0.16,3.14159,200.787,1,4
-0.44,0.02,0.16,-3.14159,200.253,1,6
-0.44,0.03,0.16,3.14159,199.223,1,4
-0.44,0.04,0.16,3.14159,198.727,1,6
-0.44,0.05,0.16,-3.14159,198.243,1,4
-0.44,0.06,0.16,3.14159,197.771,1,4
-0.44,0.07,0.16,3.14159,197.311,1,6
-0.44,0.08,0.16,-3.14159,196.424,1,4
-0.44,0.09,0.16,-3.14159,195.997,1,4
-0.44,0.1,0.16,-3.14159,195.581,1,6
-0.44,0.11,0.16,-3.14159,195.176,1,4
-0.44,0.12,0.16,-3.14159,194.781,1,4
-0.44,0.13,0.16,-3.14159,194.397,1,6
-0.44,0.14,0.16,-3.14159,193.657,1,4
-0.44,0.15,0.16,-3.14159,193.303,1,6
-0.44,0.16,0.16,-3.14159,192.957,1,4
-0.44,0.17,0.16,3.14159,192.62,1,4
-0.44,0.18,0.16,3.14159,192.294,1,4
-0.44,0.19,0.16,3.14159,191.976,1,6
-0.44,0.2,0.16,-3.14159,191.365,1,4
-0.44,0.21,0.16,-3.14159,191.073,1,6
-0.44,0.22,0.16,3.14159,190.789,1,4
-0.44,0.23,0.16,3.14159,190.513,1,4
-0.44,0.24,0.16,-3.14159,190.246,1,6
-0.44,0.25,0.16,3.14159,189.733,1,4
-0.44,0.26,0.16,3.14159,189.489,1,4
-0.44,0.27,0.16,3.14159,189.251,1,6
-0.44,0.28,0.16,3.14159,189.021,1,4
-0.44,0.29,0.16,-3.14159,188.798,1,4
-0.44,0.3,0.16,-3.14159,188.582,1,6
-0.44,0.31,0.16,-3.14159,188.17,1,4
-0.44,0.32,0.16,-3.14159,187.974,1,6
-0.44,0.33,0.16,3.14159,187.784,1,4
-0.44,0.34,0.16,3.14159,187.601,1,4
-0.44,0.35,0.16,3.14159,187.424,1,4
-0.44,0.36,0.16,3.14159,187.252,1,6
-0.44,0.37,0.16,3.14159,186.926,1,4
-0.44,0.38,0.16,-3.14159,186.157,1,6
-0.44,0.39,0.16,-3.14159,185.376,1,4
-0.44,0.4,0.16,-3.14159,184.583,1,4
-0.44,0.41,0.16,-3.14159,183.779,1,6
-0.44,0.42,0.16,-3.14159,182.131,1,4
-0.44,0.43,0.16,3.14159,181.288,1,4
-0.44,0.44,0.16,3.14159,180.43,1,6
-0.44,0.45,0.16,3.14159,179.559,1,4
-0.44,0.46,0.16,3.14159,178.672,1,4
-0.44,0.47,0.16,-3.14159,177.771,1,6
-0.44,0.48,0.16,-3.14159,175.92,1,4
-0.44,0.49,0.16,-3.14159,174.97,1,6
-0.44,0.5,0.16,3.14159,174.003,1,4
-0.44,0.51,0.16,3.14159,173.018,1,4
-0.44,0.52,0.16,3.14159,172.015,1,4
-0.44,0.53,0.16,3.14159,170.993,1,6
-0.44,0.54,0.16,3.14159,168.891,1,4
-0.44,0.55,0.16,3.14159,167.809,1,6
-0.44,0.56,0.16,3.14159,166.707,1,4
-0.44,0.57,0.16,3.14159,165.583,1,4
-0.44,0.58,0.16,-3.14159,164.436,1,6
-0.44,0.59,0.16,3.14159,162.074,1,4
-0.44,0.6,0.16,3.14159,160.856,1,4
-0.44,0.61,0.16,-3.14159,159.614,1,6
-0.44,0.62,0.16,-3.14159,158.347,1,4
-0.44,0.63,0.16,-3.14159,157.053,1,4
-0.44,0.64,0.16,-3.14159,155.732,1,6
-0.44,0.65,0.16,-3.14159,153.006,1,4
-0.44,0.66,0.16,-3.14159,151.599,1,6
-0.44,0.67,0.16,-3.14159,150.163,1,4
-0.44,0.68,0.16,-3.14159,148.696,1,4
-0.44,0.69,0.16,-3.14159,147.197,1,4
-0.44,0.7,0.16,3.14159,145.666,1,6
-0.44,0.71,0.16,3.14159,142.502,1,4
-0.44,0.72,0.16,3.14159,140.868,1,6
-0.44,0.73,0.16,3.14159,139.199,1,4
-0.44,0.74,0.16,-3.14159,137.492,1,4
-0.44,0.75,0.16,-3.14159,135.748,1,6
-0.44,0.76,0.16,3.14159,132.143,1,4
-0.44,0.77,0.16,3.14159,130.28,1,4
-0.44,0.78,0.16,-3.14159,128.375,1,6
-0.44,0.79,0.16,-3.14159,126.428,1,4
-0.44,0.8,0.16,3.14159,124.437,1,4
-0.44,0.81,0.16,3.14159,122.402,1,6
-0.44,0.82,0.16,-3.14159,118.194,1,4
-0.44,0.83,0.16,3.14159,116.018,1,6
-0.44,0.84,0.16,-3.14159,113.794,1,4
-0.44,0.85,0.16,0,3.63351,1,2
-0.43,-0.86,0.16,-3.14159,113.458,1,2
-0.43,-0.85,0.16,-3.14159,115.685,1,2
-0.43,-0.84,0.16,-3.14159,117.865,1,2
-0.43,-0.83,0.16,3.14159,122.083,1,5
-0.43,-0.82,0.16,-3.14159,124.123,1,3
-0.43,-0.81,0.16,3.14159,126.12,1,4
-0.43,-0.8,0.16,3.14159,128.073,1,3
-0.43,-0.79,0.16,-3.14159,129.984,1,3
-0.43,-0.78,0.16,3.14159,133.684,1,5
-0.43,-0.77,0.16,3.14159,135.474,1,3
-0.43,-0.76,0.16,3.14159,137.226,1,3
-0.43,-0.75,0.16,3.14159,138.94,1,4
-0.43,-0.74,0.16,-3.14159,140.618,1,3
-0.43,-0.73,0.16,-3.14159,142.26,1,3
-0.43,-0.72,0.16,3.14159,145.44,1,5
-0.43,-0.71,0.16,-3.14159,146.98,1,3
-0.43,-0.7,0.16,-3.14159,148.488,1,4
-0.43,-0.69,0.16,-3.14159,149.965,1,3
-0.43,-0.68,0.16,-3.14159,151.411,1,3
-0.43,-0.67,0.16,3.14159,152.827,1,3
-0.43,-0.66,0.16,3.14159,155.572,1,5
-0.43,-0.65,0.16,3.14159,156.903,1,3
-0.43,-0.64,0.16,3.14159,158.207,1,4
-0.43,-0.63,0.16,3.14159,159.484,1,3
-0.43,-0.62,0.16,3.14159,160.736,1,3
-0.43,-0.61,0.16,3.14159,163.167,1,5
-0.43,-0.6,0.16,3.14159,164.347,1,3
-0.43,-0.59,0.16,3.14159,165.504,1,3
-0.43,-0.58,0.16,3.14159,166.638,1,4
-0.43,-0.57,0.16,-3.14159,167.751,1,3
-0.43,-0.56,0.16,-3.14159,168.843,1,3
-0.43,-0.55,0.16,3.14159,170.966,1,5
-0.43,-0.54,0.16,3.14159,171.999,1,3
-0.43,-0.53,0.16,-3.14159,173.012,1,4
-0.43,-0.52,0.16,-3.14159,174.008,1,3
-0.43,-0.51,0.16,-3.14159,174.985,1,3
-0.43,-0.5,0.16,-3.14159,175.946,1,3
-0.43,-0.49,0.16,-3.14159,177.817,1,5
-0.43,-0.48,0.16,-3.14159,178.729,1,3
-0.43,-0.47,0.16,3.14159,179.626,1,4
-0.43,-0.46,0.16,3.14159,180.508,1,3
-0.43,-0.45,0.16,3.14159,181.376,1,3
-0.43,-0.44,0.16,-3.14159,183.07,1,5
-0.43,-0.43,0.16,-3.14159,183.898,1,3
-0.43,-0.42,0.16,-3.14159,184.713,1,3
-0.43,-0.41,0.16,-3.14159,185.516,1,4
-0.43,-0.4,0.16,-3.14159,186.307,1,3
-0.43,-0.39,0.16,-3.14159,187.086,1,3
-0.43,-0.38,0.16,-3.14159,188.031,1,5
-0.43,-0.37,0.16,3.14159,188.212,1,3
-0.43,-0.36,0.16,-3.14159,188.4,1,4
-0.43,-0.35,0.16,-3.14159,188.593,1,3
-0.43,-0.34,0.16,3.14159,188.793,1,3
-0.43,-0.33,0.16,3.14159,188.998,1,3
-0.43,-0.32,0.16,-3.14159,189.43,1,5
-0.43,-0.31,0.16,-3.14159,189.656,1,3
-0.43,-0.3,0.16,-3.14159,189.888,1,4
-0.43,-0.29,0.16,3.14159,190.128,1,3
-0.43,-0.28,0.16,-3.14159,190.375,1,3
-0.43,-0.27,0.16,3.14159,190.891,1,5
-0.43,-0.26,0.16,-3.14159,191.16,1,3
-0.43,-0.25,0.16,-3.14159,191.437,1,3
-0.43,-0.24,0.16,3.14159,191.722,1,4
-0.43,-0.23,0.16,-3.14159,192.015,1,3
-0.43,-0.22,0.16,3.14159,192.316,1,3
-0.43,-0.21,0.16,-3.14159,192.945,1,5
-0.43,-0.2,0.16,3.14159,193.272,1,3
-0.43,-0.19,0.16,-3.14159,193.609,1,4
-0.43,-0.18,0.16,-3.14159,193.954,1,3
-0.43,-0.17,0.16,-3.14159,194.308,1,3
-0.43,-0.16,0.16,-3.14159,194.672,1,3
-0.43,-0.15,0.16,3.14159,195.43,1,5
-0.43,-0.14,0.16,-3.14159,195.823,1,3
-0.43,-0.13,0.16,-3.14159,196.227,1,4
-0.43,-0.12,0.16,3.14159,196.641,1,3
-0.43,-0.11,0.16,3.14159,197.065,1,3
-0.43,-0.1,0.16,3.14159,197.947,1,5
-0.43,-0.09,0.16,-3.14159,198.405,1,3
-0.43,-0.08,0.16,3.14159,198.874,1,3
-0.43,-0.07,0.16,-3.14159,199.355,1,4
-0.43,-0.06,0.16,3.14159,199.848,1,3
-0.43,-0.05,0.16,-3.14159,200.353,1,3
-0.43,-0.04,0.16,-3.14159,201.4,1,5
-0.43,-0.03,0.16,3.14159,201.943,1,3
-0.43,-0.02,0.16,-3.14159,202.499,1,4
-0.43,-0.01,0.16,-3.14159,203.069,1,3
-0.43,0,0.16,-3.14159,202.5,1,3
-0.43,0.01,0.16,3.14159,201.943,1,3
-0.43,0.02,0.16,-3.14159,201.4,1,5
-0.43,0.03,0.16,-3.14159,200.353,1,3
-0.43,0.04,0.16,-3.14159,199.848,1,4
-0.43,0.05,0.16,-3.14159,199.355,1,3
-0.43,0.06,0.16,-3.14159,198.875,1,3
-0.43,0.07,0.16,-3.14159,198.405,1,5
-0.43,0.08,0.16,3.14159,197.501,1,3
-0.43,0.09,0.16,3.14159,197.065,1,3
-0.43,0.1,0.16,3.14159,196.64,1,4
-0.43,0.11,0.16,-3.14159,196.226,1,3
-0.43,0.12,0.16,3.14159,195.823,1,3
-0.43,0.13,0.16,3.14159,195.429,1,5
-0.43,0.14,0.16,3.14159,194.672,1,3
-0.43,0.15,0.16,3.14159,194.308,1,4
-0.43,0.16,0.16,3.14159,193.954,1,3
-0.43,0.17,0.16,3.14159,193.608,1,3
-0.43,0.18,0.16,-3.14159,193.272,1,3
-0.43,0.19,0.16,-3.14159,192.945,1,5
-0.43,0.2,0.16,-3.14159,192.317,1,3
-0.43,0.21,0.16,-3.14159,192.015,1,4
-0.43,0.22,0.16,3.14159,191.722,1,3
-0.43,0.23,0.16,3.14159,191.437,1,3
-0.43,0.24,0.16,3.14159,191.16,1,5
-0.43,0.25,0.16,3.14159,190.629,1,3
-0.43,0.26,0.16,3.14159,190.375,1,3
-0.43,0.27,0.16,3.14159,190.128,1,4
-0.43,0.28,0.16,-3.14159,189.888,1,3
-0.43,0.29,0.16,3.14159,189.656,1,3
-0.43,0.3,0.16,-3.14159,189.43,1,5
-0.43,0.31,0.16,-3.14159,188.999,1,3
-0.43,0.32,0.16,-3.14159,188.793,1,4
-0.43,0.33,0.16,3.14159,188.593,1,3
-0.43,0.34,0.16,3.14159,188.4,1,3
-0.43,0.35,0.16,3.14159,188.212,1,3
-0.43,0.36,0.16,3.14159,188.031,1,5
-0.43,0.37,0.16,-3.14159,187.087,1,3
-0.43,0.38,0.16,3.14159,186.307,1,4
-0.43,0.39,0.16,-3.14159,185.516,1,3
-0.43,0.4,0.16,-3.14159,184.713,1,3
-0.43,0.41,0.16,-3.14159,183.898,1,5
-0.43,0.42,0.16,-3.14159,182.23,1,3
-0.43,0.43,0.16,3.14159,181.376,1,3
-0.43,0.44,0.16,3.14159,180.508,1,4
-0.43,0.45,0.16,-3.14159,179.626,1,3
-0.43,0.46,0.16,-3.14159,178.729,1,3
-0.43,0.47,0.16,-3.14159,177.817,1,5
-0.43,0.48,0.16,-3.14159,175.946,1,3
-0.43,0.49,0.16,-3.14159,174.985,1,4
-0.43,0.5,0.16,-3.14159,174.008,1,3
-0.43,0.51,0.16,3.14159,173.012,1,3
-0.43,0.52,0.16,3.14159,171.999,1,3
-0.43,0.53,0.16,3.14159,170.966,1,5
-0.43,0.54,0.16,3.14159,168.843,1,3
-0.43,0.55,0.16,3.14159,167.751,1,4
-0.43,0.56,0.16,3.14159,166.638,1,3
-0.43,0.57,0.16,3.14159,165.504,1,3
-0.43,0.58,0.16,3.14159,164.347,1,5
-0.43,0.59,0.16,3.14159,161.964,1,3
-0.43,0.6,0.16,3.14159,160.736,1,3
-0.43,0.61,0.16,3.14159,159.484,1,4
-0.43,0.62,0.16,3.14159,158.207,1,3
-0.43,0.63,0.16,-3.14159,156.903,1,3
-0.43,0.64,0.16,-3.14159,155.572,1,5
-0.43,0.65,0.16,-3.14159,152.827,1,3
-0.43,0.66,0.16,-3.14159,151.411,1,4
-0.43,0.67,0.16,-3.14159,149.965,1,3
-0.43,0.68,0.16,-3.14159,148.488,1,3
-0.43,0.69,0.16,-3.14159,146.98,1,3
-0.43,0.7,0.16,3.14159,145.44,1,5
-0.43,0.71,0.16,3.14159,142.26,1,3
-0.43,0.72,0.16,3.14159,140.618,1,4
-0.43,0.73,0.16,-3.14159,138.94,1,3
-0.43,0.74,0.16,-3.14159,137.225,1,3
-0.43,0.75,0.16,-3.14159,135.474,1,5
-0.43,0.76,0.16,3.14159,131.854,1,3
-0.43,0.77,0.16,3.14159,129.984,1,3
-0.43,0.78,0.16,-3.14159,128.073,1,4
-0.43,0.79,0.16,-3.14159,126.12,1,3
-0.43,0.8,0.16,3.14159,124.123,1,3
-0.43,0.81,0.16,3.14159,122.083,1,5
-0.43,0.82,0.16,-3.14159,117.865,1,3
-0.43,0.83,0.16,-3.14159,115.685,1,4
-0.43,0.84,0.16,-3.14159,113.458,1,3
-0.43,0.85,0.16,0,3.33361,1,1
-0.42,-0.86,0.16,-3.14159,113.132,1,2
-0.42,-0.85,0.16,3.14159,115.364,1,2
-0.42,-0.84,0.16,3.14159,117.547,1,2
-0.42,-0.83,0.16,3.14159,121.775,1,5
-0.42,-0.82,0.16,3.14159,123.821,1,3
-0.42,-0.81,0.16,-3.14159,125.823,1,4
-0.42,-0.8,0.16,3.14159,127.782,1,3
-0.42,-0.79,0.16,-3.14159,129.699,1,3
-0.42,-0.78,0.16,3.14159,133.412,1,5
-0.42,-0.77,0.16,-3.14159,135.21,1,3
-0.42,-0.76,0.16,-3.14159,136.969,1,3
-0.42,-0.75,0.16,-3.14159,138.691,1,4
-0.42,-0.74,0.16,3.14159,140.377,1,3
-0.42,-0.73,0.16,3.14159,142.027,1,3
-0.42,-0.72,0.16,3.14159,145.225,1,5
-0.42,-0.71,0.16,3.14159,146.773,1,3
-0.42,-0.7,0.16,3.14159,148.29,1,4
-0.42,-0.69,0.16,3.14159,149.776,1,3
-0.42,-0.68,0.16,3.14159,151.231,1,3
-0.42,-0.67,0.16,3.14159,152.656,1,3
-0.42,-0.66,0.16,3.14159,155.421,1,5
-0.42,-0.65,0.16,-3.14159,156.761,1,3
-0.42,-0.64,0.16,-3.14159,158.075,1,4
-0.42,-0.63,0.16,-3.14159,159.362,1,3
-0.42,-0.62,0.16,-3.14159,160.625,1,3
-0.42,-0.61,0.16,-3.14159,163.075,1,5
-0.42,-0.6,0.16,-3.14159,164.265,1,3
-0.42,-0.59,0.16,-3.14159,165.432,1,3
-0.42,-0.58,0.16,-3.14159,166.577,1,4
-0.42,-0.57,0.16,-3.14159,167.7,1,3
-0.42,-0.56,0.16,-3.14159,168.803,1,3
-0.42,-0.55,0.16,-3.14159,170.946,1,5
-0.42,-0.54,0.16,3.14159,171.989,1,3
-0.42,-0.53,0.16,3.14159,173.013,1,4
-0.42,-0.52,0.16,3.14159,174.019,1,3
-0.42,-0.51,0.16,3.14159,175.007,1,3
-0.42,-0.5,0.16,3.14159,175.978,1,3
-0.42,-0.49,0.16,3.14159,177.87,1,5
-0.42,-0.48,0.16,-3.14159,178.793,1,3
-0.42,-0.47,0.16,-3.14159,179.7,1,4
-0.42,-0.46,0.16,3.14159,180.592,1,3
-0.42,-0.45,0.16,3.14159,181.47,1,3
-0.42,-0.44,0.16,3.14159,183.185,1,5
-0.42,-0.43,0.16,3.14159,184.023,1,3
-0.42,-0.42,0.16,3.14159,184.848,1,3
-0.42,-0.41,0.16,3.14159,185.661,1,4
-0.42,-0.4,0.16,3.14159,186.462,1,3
-0.42,-0.39,0.16,3.14159,187.252,1,3
-0.42,-0.38,0.16,3.14159,188.799,1,5
-0.42,-0.37,0.16,-3.14159,188.991,1,3
-0.42,-0.36,0.16,3.14159,189.188,1,4
-0.42,-0.35,0.16,-3.14159,189.391,1,3
-0.42,-0.34,0.16,-3.14159,189.601,1,3
-0.42,-0.33,0.16,-3.14159,189.816,1,3
-0.42,-0.32,0.16,-3.14159,190.267,1,5
-0.42,-0.31,0.16,3.14159,190.502,1,3
-0.42,-0.3,0.16,3.14159,190.744,1,4
-0.42,-0.29,0.16,-3.14159,190.994,1,3
-0.42,-0.28,0.16,-3.14159,191.25,1,3
-0.42,-0.27,0.16,-3.14159,191.784,1,5
-0.42,-0.26,0.16,-3.14159,192.063,1,3
-0.42,-0.25,0.16,-3.14159,192.35,1,3
-0.42,-0.24,0.16,-3.14159,192.644,1,4
-0.42,-0.23,0.16,3.14159,192.946,1,3
-0.42,-0.22,0.16,3.14159,193.257,1,3
-0.42,-0.21,0.16,3.14159,193.904,1,5
-0.42,-0.2,0.16,-3.14159,194.24,1,3
-0.42,-0.19,0.16,3.14159,194.585,1,4
-0.42,-0.18,0.16,-3.14159,194.939,1,3
-0.42,-0.17,0.16,3.14159,195.303,1,3
-0.42,-0.16,0.16,-3.14159,195.676,1,3
-0.42,-0.15,0.16,3.14159,196.451,1,5
-0.42,-0.14,0.16,3.14159,196.853,1,3
-0.42,-0.13,0.16,-3.14159,197.266,1,4
-0.42,-0.12,0.16,-3.14159,197.689,1,3
-0.42,-0.11,0.16,-3.14159,198.122,1,3
-0.42,-0.1,0.16,3.14159,199.022,1,5
-0.42,-0.09,0.16,-3.14159,199.488,1,3
-0.42,-0.08,0.16,3.14159,199.967,1,3
-0.42,-0.07,0.16,3.14159,200.456,1,4
-0.42,-0.06,0.16,3.14159,200.958,1,3
-0.42,-0.05,0.16,-3.14159,201.471,1,3
-0.42,-0.04,0.16,3.14159,202.537,1,5
-0.42,-0.03,0.16,3.14159,203.088,1,3
-0.42,-0.02,0.16,-3.14159,203.653,1,4
-0.42,-0.01,0.16,3.14159,204.232,1,3
-0.42,0,0.16,3.14159,203.653,1,3
-0.42,0.01,0.16,-3.14159,203.088,1,3
-0.42,0.02,0.16,3.14159,202.537,1,5
-0.42,0.03,0.16,-3.14159,201.472,1,3
-0.42,0.04,0.16,-3.14159,200.958,1,4
-0.42,0.05,0.16,3.14159,200.456,1,3
-0.42,0.06,0.16,3.14159,199.967,1,3
-0.42,0.07,0.16,3.14159,199.489,1,5
-0.42,0.08,0.16,3.14159,198.566,1,3
-0.42,0.09,0.16,3.14159,198.122,1,3
-0.42,0.1,0.16,-3.14159,197.688,1,4
-0.42,0.11,0.16,3.14159,197.266,1,3
-0.42,0.12,0.16,-3.14159,196.853,1,3
-0.42,0.13,0.16,3.14159,196.451,1,5
-0.42,0.14,0.16,-3.14159,195.675,1,3
-0.42,0.15,0.16,3.14159,195.303,1,4
-0.42,0.16,0.16,3.14159,194.939,1,3
-0.42,0.17,0.16,3.14159,194.585,1,3
-0.42,0.18,0.16,-3.14159,194.239,1,3
-0.42,0.19,0.16,3.14159,193.903,1,5
-0.42,0.2,0.16,3.14159,193.257,1,3
-0.42,0.21,0.16,-3.14159,192.946,1,4
-0.42,0.22,0.16,-3.14159,192.644,1,3
-0.42,0.23,0.16,-3.14159,192.35,1,3
-0.42,0.24,0.16,3.14159,192.063,1,5
-0.42,0.25,0.16,3.14159,191.514,1,3
-0.42,0.26,0.16,3.14159,191.25,1,3
-0.42,0.27,0.16,-3.14159,190.994,1,4
-0.42,0.28,0.16,-3.14159,190.744,1,3
-0.42,0.29,0.16,3.14159,190.502,1,3
-0.42,0.3,0.16,-3.14159,190.267,1,5
-0.42,0.31,0.16,-3.14159,189.816,1,3
-0.42,0.32,0.16,3.14159,189.601,1,4
-0.42,0.33,0.16,-3.14159,189.391,1,3
-0.42,0.34,0.16,3.14159,189.188,1,3
-0.42,0.35,0.16,3.14159,188.991,1,3
-0.42,0.36,0.16,-3.14159,188.799,1,5
-0.42,0.37,0.16,-3.14159,187.252,1,3
-0.42,0.38,0.16,-3.14159,186.462,1,4
-0.42,0.39,0.16,-3.14159,185.661,1,3
-0.42,0.4,0.16,-3.14159,184.848,1,3
-0.42,0.41,0.16,-3.14159,184.023,1,5
-0.42,0.42,0.16,3.14159,182.334,1,3
-0.42,0.43,0.16,3.14159,181.47,1,3
-0.42,0.44,0.16,-3.14159,180.592,1,4
-0.42,0.45,0.16,-3.14159,179.7,1,3
-0.42,0.46,0.16,-3.14159,178.793,1,3
-0.42,0.47,0.16,3.14159,177.87,1,5
-0.42,0.48,0.16,3.14159,175.978,1,3
-0.42,0.49,0.16,3.14159,175.007,1,4
-0.42,0.5,0.16,3.14159,174.019,1,3
-0.42,0.51,0.16,3.14159,173.013,1,3
-0.42,0.52,0.16,3.14159,171.989,1,3
-0.42,0.53,0.16,-3.14159,170.946,1,5
-0.42,0.54,0.16,-3.14159,168.803,1,3
-0.42,0.55,0.16,-3.14159,167.7,1,4
-0.42,0.56,0.16,-3.14159,166.577,1,3
-0.42,0.57,0.16,-3.14159,165.432,1,3
-0.42,0.58,0.16,-3.14159,164.265,1,5
-0.42,0.59,0.16,-3.14159,161.862,1,3
-0.42,0.6,0.16,-3.14159,160.625,1,3
-0.42,0.61,0.16,-3.14159,159.362,1,4
-0.42,0.62,0.16,-3.14159,158.075,1,3
-0.42,0.63,0.16,-3.14159,156.761,1,3
-0.42,0.64,0.16,3.14159,155.421,1,5
-0.42,0.65,0.16,3.14159,152.656,1,3
-0.42,0.66,0.16,3.14159,151.231,1,4
-0.42,0.67,0.16,3.14159,149.776,1,3
-0.42,0.68,0.16,3.14159,148.29,1,3
-0.42,0.69,0.16,3.14159,146.773,1,3
-0.42,0.7,0.16,3.14159,145.225,1,5
-0.42,0.71,0.16,3.14159,142.027,1,3
-0.42,0.72,0.16,3.14159,140.377,1,4
-0.42,0.73,0.16,3.14159,138.691,1,3
-0.42,0.74,0.16,3.14159,136.969,1,3
-0.42,0.75,0.16,3.14159,135.21,1,5
-0.42,0.76,0.16,-3.14159,131.576,1,3
-0.42,0.77,0.16,3.14159,129.699,1,3
-0.42,0.78,0.16,3.14159,127.782,1,4
-0.42,0.79,0.16,3.14159,125.823,1,3
-0.42,0.8,0.16,3.14159,123.821,1,3
-0.42,0.81,0.16,3.14159,121.775,1,5
-0.42,0.82,0.16,-3.14159,117.547,1,3
-0.42,0.83,0.16,3.14159,115.364,1,4
-0.42,0.84,0.16,3.14159,113.132,1,3
-0.42,0.85,0.16,0,3.19477,1,1
-0.41,-0.86,0.16,3.14159,112.818,1,4
-0.41,-0.85,0.16,-3.14159,115.053,1,4
-0.41,-0.84,0.16,3.14159,117.241,1,4
-0.41,-0.83,0.16,-3.14159,121.478,1,9
-0.41,-0.82,0.16,-3.14159,123.529,1,5
-0.41,-0.81,0.16,3.14159,125.536,1,6
-0.41,-0.8,0.16,-3.14159,127.501,1,5
-0.41,-0.79,0.16,-3.14159,129.425,1,5
-0.41,-0.78,0.16,3.14159,133.151,1,9
-0.41,-0.77,0.16,3.14159,134.956,1,5
-0.41,-0.76,0.16,-3.14159,136.722,1,5
-0.41,-0.75,0.16,-3.14159,138.452,1,6
-0.41,-0.74,0.16,-3.14159,140.146,1,5
-0.41,-0.73,0.16,-3.14159,141.804,1,5
-0.41,-0.72,0.16,-3.14159,145.018,1,9
-0.41,-0.71,0.16,-3.14159,146.576,1,5
-0.41,-0.7,0.16,-3.14159,148.102,1,6
-0.41,-0.69,0.16,3.14159,149.596,1,5
-0.41,-0.68,0.16,3.14159,151.06,1,5
-0.41,-0.67,0.16,3.14159,152.495,1,5
-0.41,-0.66,0.16,3.14159,155.278,1,9
-0.41,-0.65,0.16,3.14159,156.628,1,5
-0.41,-0.64,0.16,3.14159,157.951,1,6
-0.41,-0.63,0.16,3.14159,159.249,1,5
-0.41,-0.62,0.16,3.14159,160.521,1,5
-0.41,-0.61,0.16,3.14159,162.991,1,9
-0.41,-0.6,0.16,3.14159,164.191,1,5
-0.41,-0.59,0.16,3.14159,165.369,1,5
-0.41,-0.58,0.16,3.14159,166.524,1,6
-0.41,-0.57,0.16,3.14159,167.657,1,5
-0.41,-0.56,0.16,3.14159,168.769,1,5
-0.41,-0.55,0.16,-3.14159,170.934,1,9
-0.41,-0.54,0.16,-3.14159,171.992,1,5
-0.41,-0.53,0.16,-3.14159,173.036,1,6
-0.41,-0.52,0.16,-3.14159,174.063,1,5
-0.41,-0.51,0.16,3.14159,175.071,1,5
-0.41,-0.5,0.16,3.14159,176.063,1,5
-0.41,-0.49,0.16,-3.14159,177.996,1,9
-0.41,-0.48,0.16,-3.14159,178.939,1,5
-0.41,-0.47,0.16,-3.14159,179.866,1,6
-0.41,-0.46,0.16,-3.14159,180.779,1,5
-0.41,-0.45,0.16,-3.14159,181.678,1,5
-0.41,-0.44,0.16,-3.14159,183.433,1,9
-0.41,-0.43,0.16,-3.14159,184.291,1,5
-0.41,-0.42,0.16,-3.14159,185.137,1,5
-0.41,-0.41,0.16,3.14159,185.97,1,6
-0.41,-0.4,0.16,3.14159,186.791,1,5
-0.41,-0.39,0.16,3.14159,187.601,1,5
-0.41,-0.38,0.16,-3.14159,189.188,1,9
-0.41,-0.37,0.16,-3.14159,189.966,1,5
-0.41,-0.36,0.16,3.14159,190.734,1,6
-0.41,-0.35,0.16,-3.14159,190.957,1,5
-0.41,-0.34,0.16,3.14159,191.186,1,5
-0.41,-0.33,0.16,-3.14159,191.421,1,5
-0.41,-0.32,0.16,3.14159,191.91,1,9
-0.41,-0.31,0.16,3.14159,192.164,1,5
-0.41,-0.3,0.16,-3.14159,192.426,1,6
-0.41,-0.29,0.16,3.14159,192.694,1,5
-0.41,-0.28,0.16,3.14159,192.969,1,5
-0.41,-0.27,0.16,3.14159,193.541,1,9
-0.41,-0.26,0.16,-3.14159,193.838,1,5
-0.41,-0.25,0.16,-3.14159,194.143,1,5
-0.41,-0.24,0.16,3.14159,194.456,1,6
-0.41,-0.23,0.16,-3.14159,194.777,1,5
-0.41,-0.22,0.16,-3.14159,195.106,1,5
