step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
25,0.48000000000000015,0.057978716327015054,0.04055534884731773,0.2510406221275572,0.05793583588981411,0.039924993939562115,0.2507374553356905,-4.28804372009442e-05,-0.0006303549077556134,-0.0003031667918667047,0.0007007825235526938,6.567296491907454e-05,0.02111108298290758,-0.0009890073241219427,none,False,False,6.567296491907454e-05,0.02111108298290758,-0.0009890073241219427,0.024529413128589556,0.5876410074329025,0.9343084648524771,-0.07612486722448554,0.029336533721909728,0.04038612065912545
26,0.5000000000000001,0.05810062168332205,0.04052444241609507,0.2513240628983451,0.05804836438719139,0.039904794858114045,0.25100182296300927,-5.225729613066166e-05,-0.0006196475579810234,-0.00032223993533581075,0.0007003802517461218,8.57156899548273e-05,0.020592824529641875,-0.0009671844333922037,none,False,False,8.57156899548273e-05,0.020592824529641875,-0.0009671844333922037,0.02588257848825308,0.5884909709271474,0.9359366551434066,-0.08000723613893224,0.03088801188936991,0.04241986174368673
27,0.5200000000000001,0.058231101602591054,0.04048807539130701,0.2516271362802428,0.05816918654728867,0.03988050688210059,0.2512854644227156,-6.191505530238339e-05,-0.0006075685092064229,-0.00034167185752720375,0.0006997947025224627,0.00010817286024708782,0.020061866255012502,-0.0009583716714128412,none,False,False,0.00010817286024708782,0.020061866255012502,-0.0009583716714128412,0.027168841407252602,0.5893960182722962,0.9376721776922577,-0.08381863540456962,0.03247923848067972,0.04440536324878491
28,0.5400000000000001,0.058370400110433644,0.0404455340960994,0.2519502238112703,0.05829850993654435,0.03985152897507857,0.2515887931405546,-7.189017388929686e-05,-0.0005940051210208269,-0.0003614306707157011,0.0006990296207134588,0.00013307273643278832,0.019518771531155513,-0.000962110456885388,none,False,False,0.00013307273643278832,0.019518771531155513,-0.000962110456885388,0.028384758616611327,0.590356596875244,0.9395161588532903,-0.08754709714137555,0.03410663931217646,0.04633631733684231
29,0.5600000000000002,0.05851875647424223,0.040396040934392724,0.25229366658212715,0.05843653336251043,0.03981720462166553,0.2519121851170209,-8.222311173179675e-05,-0.0005788363127271906,-0.00038148146510624814,0.0006980975757400101,0.0001604323714530208,0.018964102216972988,-0.0009772032410977891,none,False,False,0.0001604323714530208,0.018964102216972988,-0.0009772032410977891,0.02952799166851744,0.5913729997270909,0.9414694260829285,-0.09118115096181902,0.035766298083970964,0.0482067749843306
30,0.5800000000000002,0.058676402273805175,0.04033876192196467,0.25265776261364614,0.05858344696232611,0.0397768201558324,0.25225597639689473,-9.29553114790635e-05,-0.000561941766132272,-0.0004017862167514097,0.0006970304171465099,0.00019025799998281996,0.018398419250081063,-0.0010018540737817643,none,False,False,0.00019025799998281996,0.018398419250081063,-0.0010018540737817643,0.030597127131673483,0.5924453654245256,0.9435325001336704,-0.09470981827175631,0.037453975597319604,0.05001113645856122
31,0.6000000000000002,0.058843558609815785,0.040272812855303,0.2530427639119306,0.05873943229119139,0.03972960332516008,0.25262046025821044,-0.00010412631862439375,-0.0005432095301429185,-0.00042230365372014633,0.0006958873901815899,0.00022254531506185802,0.017822283047803096,-0.0010338234532792422,none,False,False,0.00022254531506185802,0.017822283047803096,-0.0010338234532792422,0.03159149041846872,0.5935736769282958,0.9457055862610959,-0.09812260804280507,0.039165125653222756,0.051744142672452254
32,0.6200000000000002,0.05902043358442573,0.0401972640365309,0.25344887318601733,0.05890466241084067,0.03967472211750396,0.25300588411355773,-0.00011577117358505667,-0.0005225419190269392,-0.0004429890724595986,0.0006947606351055256,0.0002572796079644675,0.01723625370305652,-0.0010705881914907366,none,False,False,0.0002572796079644675,0.01723625370305652,-0.0010705881914907366,0.03251096306845484,0.5947577587786825,0.9479885642963897,-0.10140951418536881,0.040894907549359656,0.053400867763689346
33,0.6400000000000002,0.05920722016828178,0.04011114356337179,0.25387624022129285,0.05907930197801635,0.039611283877797485,0.25341244611900604,-0.00012791819026543305,-0.000499859685574304,-0.0004637941022868075,0.0006937778736593228,0.00029443575558526483,0.0166408909729433,-0.0011094977874441202,none,False,False,0.00029443575558526483,0.0166408909729433,-0.0011094977874441202,0.03335581202330065,0.5959972725539315,0.9503809774963301,-0.10456101454232124,0.04263819533674287,0.054976713129263846
34,0.6600000000000003,0.0594040945434302,0.04001343927490569,0.2543249579103135,0.05926350733294243,0.03953833474403122,0.2538402914886224,-0.00014058721048777062,-0.00047510453087447335,-0.0004846664216910934,0.0006931021709135204,0.0003339780478105308,0.016036754068384052,-0.001147919905112231,none,False,False,0.0003339780478105308,0.016036754068384052,-0.001147919905112231,0.03412653786338703,0.5972917104266254,0.952882020140939,-0.10756807143022473,0.044389584215651846,0.05646740302518776
35,0.6800000000000003,0.05961121498181722,0.03990309951426296,0.2547950579504723,0.05945742658779811,0.039454859432734246,0.25428950851553894,-0.00015378839401911093,-0.00044824008152871686,-0.0005055494349333611,0.0006929287640048497,0.0003758598551566016,0.015424401261950707,-0.0011833689009855307,none,False,False,0.0003758598551566016,0.015424401261950707,-0.0011833689009855307,0.0348237472400229,0.598640386741972,0.955490523901441,-0.11042213357932047,0.046143394635950255,0.05786898172139203
36,0.7000000000000003,0.05982872128793118,0.03977903292622763,0.25528650622487914,0.05966119971519139,0.03935978140552439,0.2547601243038183,-0.00016752157273978996,-0.0004192515207032399,-0.0005263819210608589,0.0006934790853118154,0.00042002314386231177,0.014804389337975154,-0.0012136128512111467,none,False,False,0.00042002314386231177,0.014804389337975154,-0.0012136128512111467,0.03544805293300165,0.6000424276049967,0.9582049430445766,-0.11311513926584645,0.0478936748136752,0.05917781209035594
37,0.7200000000000003,0.06005673480240364,0.039640107549557546,0.25579919788867456,0.059874958636632676,0.039251963449441964,0.25525210021896094,-0.000181776165770961,-0.0003881441001155825,-0.0005470976697136143,0.0006949922856427935,0.0004663978514942145,0.014177272913970432,-0.001236756096208471,none,False,False,0.0004663978514942145,0.014177272913970432,-0.001236756096208471,0.03600000318538064,0.601496758520078,0.9610233385726447,-0.11563952038994249,0.049634202479554634,0.060390575410776325
38,0.7400000000000003,0.060295358933697744,0.03948514949111429,0.25633295218785396,0.06009882731100835,0.039130208704796735,0.2557653270688072,-0.0001965316226893929,-0.0003549407863175577,-0.000567625119046733,0.0006977147814698137,0.0005149011406875435,0.013543603665451856,-0.0012512958683237277,none,False,False,0.0005149011406875435,0.013543603665451856,-0.0012512958683237277,0.036480040298530796,0.6030020901729112,0.9639433614213903,-0.11798820722943049,0.051358486737786764,0.06150427208949169
39,0.7600000000000003,0.06054468015810044,0.03931294148101076,0.25688750704175173,0.060332921823054435,0.03899326217509122,0.2562996200307922,-0.00021175833504600422,-0.00031967930591954297,-0.0005878870109595202,0.0007018885871344367,0.0005654365520005693,0.0129039294874744,-0.001256153020857077,none,False,False,0.0005654365520005693,0.0129039294874744,-0.001256153020857077,0.03688848698085707,0.6045569024839844,0.9669622348523857,-0.12015463359189253,0.05305977093226894,0.06251622294912854
40,0.7800000000000004,0.06080476940679552,0.03912222160678692,0.25746251342405957,0.06057735047183011,0.03883981275418749,0.2568547133460174,-0.0002274189349654107,-0.00028240885259942644,-0.0006078000780421755,0.000707739406049572,0.000617893078842636,0.012258793625817412,-0.0012506781728630742,none,False,False,0.000617893078842636,0.012258793625817412,-0.0012506781728630742,0.03722555768577039,0.6061594270915792,0.9700767361844193,-0.1221327420938829,0.05473103739865879,0.06342407069756613
41,0.8000000000000004,0.0610756837427191,0.03891168251116007,0.2580575295802975,0.060832213859191395,0.03866849580620634,0.25743025480539133,-0.0002434698835277055,-0.00024318670495372674,-0.0006272747749061502,0.0007154655832986007,0.0006721441882101307,0.011608733808966388,-0.001234635675769571,none,False,False,0.0006721441882101307,0.011608733808966388,-0.001234635675769571,0.03749139118564452,0.6078076284426481,0.973283178009786,-0.12391698931437373,0.05636501492661035,0.06422578118854337
42,0.8200000000000004,0.061357468220124375,0.03867997131394649,0.25867201512285337,0.06109760497826468,0.03847789633363306,0.25802580005814674,-0.000259863241859698,-0.0002020749803134242,-0.0006462150647066345,0.0007252290065850251,0.0007280468107149557,0.010954281409132308,-0.001208168662857249,none,False,False,0.0007280468107149557,0.010954281409132308,-0.001208168662857249,0.03768609992794711,0.609499183684039,0.9765773890410119,-0.1255023505969015,0.05795418967230243,0.0649196440992173
43,0.8400000000000004,0.06165015781693388,0.038425690487098096,0.2593053250480379,0.06137360930192036,0.03826655276869759,0.25864080677834267,-0.0002765485150135194,-0.0001591377184005094,-0.0006645182696952134,0.0007371488488308335,0.0007854403222152821,0.01029596065681925,-0.0011717490438012221,none,False,False,0.0007854403222152821,0.01029596065681925,-0.0011717490438012221,0.037809831310251237,0.6112314615544501,0.9799546947326134,-0.12688432430927915,0.059490820155643616,0.06550427268782588
44,0.8600000000000004,0.061953779333609196,0.03814739987352358,0.259956703723081,0.061660304871246435,0.03803296142224147,0.2592746287304812,-0.0002934744623627611,-0.00011443845128211033,-0.0006820749925998126,0.0007512986854247744,0.0008441455374640504,0.009634287929159024,-0.0011261166502536098,none,False,False,0.0008441455374640504,0.009634287929159024,-0.0011261166502536098,0.037862835883236086,0.6130015004805819,0.9834098978216513,-0.12805893540727392,0.06096695685126381,0.06597860234901332
45,0.8800000000000004,0.06226835316158863,0.03784361999844192,0.26062527889494874,0.06195776238402212,0.037775581622922626,0.25992650978106946,-0.00031059077756651066,-6.803837551929565e-05,-0.0006987691138792829,0.0007677070575188902,0.0009039637339084812,0.008969771127681669,-0.0010722118358150253,none,False,False,0.0009039637339084812,0.008969771127681669,-0.0010722118358150253,0.037845537619556946,0.6148059860827504,0.9869372589335546,-0.12902273818669932,0.062374466746885106,0.06634188775125278
46,0.9000000000000005,0.06259389483897217,0.03751283677845011,0.2613100557771334,0.0622660452831914,0.03749284157768536,0.26059557790880444,-0.00032784955578076674,-1.9995200764753862e-05,-0.0007144778683289554,0.0007863610898379682,0.000964675721193341,0.008302909156636052,-0.001011105705487801,none,False,False,0.000964675721193341,0.008302909156636052,-0.001011105705487801,0.03775860173886011,0.6166412282950259,0.9905304774049547,-0.12977281814415814,0.06370506310251314,0.06659369841519577
47,0.9200000000000005,0.06293041632963484,0.037153507689536965,0.2620099112752545,0.06258520984533668,0.037183144981881716,0.2612808392719922,-0.0003452064842981578,2.9637292344751598e-05,-0.0007290720032623321,0.0008072124081305816,0.0010260409693691973,0.007634191508622229,-0.0009439318261422786,none,False,False,0.0010260409693691973,0.007634191508622229,-0.0009439318261422786,0.03760299611475097,0.6185031383063088,0.9941826724852733,-0.13030679289694766,0.06495034050221343,0.06673391266829866
48,0.9400000000000005,0.06327792698279691,0.03676406941376455,0.26272358841725346,0.06291530526915236,0.036844878404218864,0.2619811723977893,-0.00036262171364455364,8.080899045431744e-05,-0.000742416019464176,0.0008301844048774889,0.001087796806448006,0.006964097960361412,-0.0008718227878251351,none,False,False,0.001087796806448006,0.006964097960361412,-0.0008718227878251351,0.03738004296119362,0.6203872055322047,0.9978863650923797,-0.13062281213632942,0.06610181515616667,0.06676270998472911
49,0.9600000000000005,0.06363643415212257,0.036342946945373746,0.26344969105938787,0.06325637376391843,0.036476419467776564,0.2626953225637926,-0.000380060388204137,0.00013347252240281798,-0.0007543684955952923,0.000855179887547149,0.0011496576940280086,0.006293098378013031,-0.0007958543862309524,none,False,False,0.0011496576940280086,0.006293098378013031,-0.0007958543862309524,0.037091458258117875,0.6222884748361854,1.0016334603172101,-0.1307195566029053,0.06715097028349325,0.06668056178557731
50,0.9800000000000005,0.06400594347577747,0.03588856410276672,0.26418667894481784,0.06360845063797411,0.03607614584364498,0.26342189644834235,-0.00039749283780335376,0.00018758174087826068,-0.0007647824964754912,0.0008820882793298905,0.0012113145882074081,0.005621652628673087,-0.0007169995217005215,none,False,False,0.0012113145882074081,0.005621652628673087,-0.0007169995217005215,0.03673937718146788,0.6242015242305836,1.0054152308951638,-0.13059623607874407,0.06808930629333769,0.06648822082920669
51,1.0000000000000004,0.06438645883929212,0.03539935536362003,0.2649328631970563,0.0639715643871914,0.03564244506823748,0.2641593571315529,-0.00041489445210071696,0.0002430897046174496,-0.0007735060655033599,0.0009107917677743036,0.0012724343921385328,0.004950210592589174,-0.0006360932013452842,none,False,False,0.0012724343921385328,0.004950210592589174,-0.0006360932013452842,0.03632636460816475,0.6261204433059814,1.0092223018877644,-0.13025258638799114,0.06890839538403964,0.06618670936222194
52,1.0200000000000005,0.06477798206013022,0.034873778916457376,0.26568640233626006,0.06434573678344868,0.0351737251890061,0.2649060195344538,-0.00043224527668153656,0.000299946272548722,-0.0007803828018062564,0.0009411700499826549,0.0013326595065222102,0.004279212269202279,-0.000553809327432065,none,False,False,0.0013326595065222102,0.004279212269202279,-0.000553809327432065,0.03585541053251351,0.6280388126645325,1.0130446368487311,-0.12968886538638977,0.06959994009828209,0.0657773062261979
53,1.0400000000000005,0.06518051234762379,0.03431033080416392,0.26644529891180224,0.06473098296310435,0.03466842623610615,0.26566004638861784,-0.00044952938451943425,0.00035809543194222776,-0.0007852525231843988,0.0009731035562013823,0.0013916074847270114,0.003609087969362074,-0.00047064929076208993,none,False,False,0.0013916074847270114,0.003609087969362074,-0.00047064929076208993,0.03532991092518311,0.6299496846623972,1.0168715257796983,-0.12890584790334428,0.07015583530976245,0.06526153312406295
54,1.0600000000000005,0.06559404560134333,0.03370756002216724,0.26720739684942896,0.06512731151547044,0.0341250325095115,0.2664194448331564,-0.00046673408587288856,0.00041747248734426423,-0.000787952016272575,0.0010064752180521008,0.0014488708003319046,0.0029402585858668566,-0.0003869417916363355,none,False,False,0.0014488708003319046,0.0029402585858668566,-0.0003869417916363355,0.03475363516366729,0.6318455658032772,1.0206915752121766,-0.12790481957887326,0.07056823307038416,0.06464114024329652
55,1.0800000000000005,0.06601857361596383,0.033064084426798215,0.26797037961584946,0.06553472457128612,0.033542085662172545,0.2671820637398679,-0.0004838490446777144,0.00047800123537432987,-0.000788315875981549,0.0010411709750946187,0.001504016736530979,0.0022731359347926503,-0.0003028528057980258,none,False,False,0.001504016736530979,0.0022731359347926503,-0.0003028528057980258,0.034130681644671604,0.6337184011666953,1.024492700784522,-0.12668756951531648,0.0708296097191212,0.06391809141295396
56,1.1000000000000005,0.06645408326106259,0.03237860730645244,0.2687317693072888,0.0659532178911914,0.03291819855005085,0.2679455918705113,-0.0005008653698711785,0.0005395912435984113,-0.0007861774367775021,0.0010770792872404128,0.0015565874088265975,0.0016081231607679603,-0.00021840421330481048,none,False,False,0.0015565874088265975,0.0016081231607679603,-0.00021840421330481048,0.03346542354518938,0.6355595612984027,1.0282621227121385,-0.12525638164232192,0.07093283464063076,0.0630945489408951
57,1.1200000000000006,0.06690055570022746,0.03164993446863406,0.2694889267707781,0.06638278095420068,0.03225206980928544,0.2687075569725121,-0.0005177747460267806,0.0006021353406513788,-0.0007813697982660406,0.0011140899504648457,0.0016060999346061875,0.0009456152002967409,-0.0001334993229981072,none,False,False,0.0016060999346061875,0.0009456152002967409,-0.0001334993229981072,0.03276244692719449,0.6373598320337278,1.0319863645736298,-0.12361402467604617,0.07087124006093484,0.06217285824002039
58,1.1400000000000006,0.067357965705534,0.030876991699676698,0.2702390528684884,0.06682339704617636,0.031542499109393204,0.2694653259207769,-0.0005345686593576371,0.0006655074097165065,-0.0007737269477115505,0.0011520925108558027,0.0016520467655572035,0.000285999298331756,-4.795335706282508e-05,none,False,False,0.0016520467655572035,0.000285999298331756,-4.795335706282508e-05,0.03202648348208221,0.6391094077690124,1.0356512558584172,-0.12176374054203426,0.07063869127930776,0.06115553231150204
59,1.1600000000000006,0.06782628111248336,0.03005884245913269,0.27097919099523793,0.06727504334830245,0.030788403019341305,0.27021610601354934,-0.0005512377641809091,0.0007295605602086162,-0.0007630849816885887,0.0011909745475658796,0.0016938962010170442,-0.00037034442559850445,3.8473096311824736e-05,none,False,False,0.0016938962010170442,-0.00037034442559850445,3.8473096311824736e-05,0.031262340197009936,0.6407978887347454,1.0392419387370497,-0.11970923112783811,0.0702296567545,0.060045236113178295
